ProductID,ProductName,Date,Quantity,InventoryAge,ShelfLife,rolling_7d_sales,ExpiryRisk,PredictedExpiryRisk
P0040,Non Snack (Local),2024-11-30,46.83000000000007,60,30.0,2.7271428571428573,1,1
P0041,Mangoes (Premium),2024-11-30,22.46000000000012,60,30.0,3.8285714285714287,1,1
P0042,Accusantium Beverage (BrandX),2024-11-30,18.87000000000006,60,30.0,2.6042857142857136,1,1
P0043,Adipisci Personal Car (BrandX),2024-11-30,59.43000000000004,60,30.0,3.3714285714285714,1,1
P0044,Expedita Snack (BrandX),2024-11-30,25.239999999999934,60,30.0,3.5857142857142854,1,1
P0045,Animi Beverage (Local),2024-11-30,37.41999999999989,60,30.0,0.0,1,1
P0046,Oranges (Premium),2024-11-30,15.62,60,30.0,0.0,1,1
P0047,Sunflower Oil 1L (Premium),2024-11-30,71.99000000000002,60,30.0,3.2871428571428574,1,1
P0048,Alias Snack (BrandX),2024-11-30,21.12000000000007,60,30.0,0.0,1,1
P0049,Apples (Local),2024-11-30,15.309999999999985,60,30.0,3.282857142857143,1,1
P0050,Tempore Beverage (Local),2024-11-30,19.60999999999999,60,30.0,0.0,1,1
P0051,Fresh Tomatoes (Premium),2024-11-30,54.52000000000008,60,30.0,3.7742857142857145,1,1
P0052,Nisi Snack (BrandX),2024-11-30,51.669999999999895,60,30.0,3.3385714285714285,1,1
P0053,Vitae Cleaning Supplie (Local),2024-11-30,28.349999999999927,60,30.0,2.814285714285714,1,1
P0054,Illo Beverage (Local),2024-11-30,47.329999999999984,60,30.0,4.151428571428571,1,1
P0055,Coriander Leaves (BrandX),2024-11-30,28.910000000000014,60,30.0,2.855714285714286,1,1
P0056,Sapiente Cleaning Supplie (Premium),2024-11-30,15.739999999999952,60,30.0,3.692857142857143,1,1
P0057,Mangoes (Local),2024-11-30,50.289999999999985,60,30.0,3.384285714285714,1,1
P0058,Oranges (BrandX),2024-11-30,33.11999999999992,60,30.0,0.0,1,1
P0059,Mangoes (BrandX),2024-11-30,39.889999999999894,60,30.0,0.0,1,1
P0060,Amul Milk 1L (BrandX),2024-11-30,69.53000000000006,60,30.0,0.0,1,1
P0061,Sunt Snack (BrandX),2024-11-30,26.139999999999983,60,30.0,4.137142857142857,1,1
P0062,Mangoes (Local),2024-11-30,49.32999999999996,60,30.0,0.0,1,1
P0063,Basmati Rice 5kg (Local),2024-11-30,16.86000000000004,60,30.0,2.807142857142857,1,1
P0064,Vel Personal Car (Local),2024-11-30,23.330000000000062,60,30.0,2.5714285714285716,1,1
P0065,Onions (Local),2024-11-30,24.479999999999936,60,30.0,0.0,1,1
P0066,Mangoes (Premium),2024-11-30,55.539999999999935,60,30.0,2.3957142857142855,1,1
P0067,Paneer 200g (Local),2024-11-30,40.029999999999994,60,30.0,3.2228571428571433,1,1
P0068,Reprehenderit Cleaning Supplie (Local),2024-11-30,36.97,60,30.0,3.0485714285714285,1,1
P0069,Accusantium Snack (BrandX),2024-11-30,45.49,60,30.0,3.6185714285714283,1,1
P0070,Amet Cleaning Supplie (Premium),2024-11-30,71.46999999999994,60,30.0,2.9771428571428573,1,1
P0071,Fresh Tomatoes (Premium),2024-11-30,22.11999999999997,60,30.0,0.0,1,1
P0072,Ladyfinger (Local),2024-11-30,28.480000000000015,60,30.0,2.3685714285714283,1,1
P0073,Consectetur Snack (Premium),2024-11-30,72.51999999999998,60,30.0,3.5414285714285714,1,1
P0074,Nemo Personal Car (Premium),2024-11-30,53.75000000000016,60,30.0,2.585714285714286,1,1
P0075,Repellat Personal Car (Premium),2024-11-30,24.50999999999996,60,30.0,2.527142857142857,1,1
P0076,Pomegranates (Local),2024-11-30,24.979999999999997,60,30.0,0.0,1,1
P0077,Onions (Premium),2024-11-30,27.03,60,30.0,0.0,1,1
P0078,Consectetur Snack (BrandX),2024-11-30,59.03000000000001,60,30.0,0.0,1,1
P0079,Blanditiis Snack (BrandX),2024-11-30,37.950000000000024,60,30.0,1.487142857142857,1,1
P0080,Butter 100g (Local),2024-11-30,60.76,60,30.0,1.5042857142857142,1,1
P0081,Mangoes (BrandX),2024-11-30,73.58000000000001,60,30.0,3.762857142857143,1,1
P0082,Maiores Snack (Local),2024-11-30,19.70000000000002,60,30.0,2.188571428571429,1,1
P0083,Apples (BrandX),2024-11-30,55.85000000000009,60,30.0,0.0,1,1
P0084,Apples (BrandX),2024-11-30,56.65999999999991,60,30.0,3.9514285714285715,1,1
P0085,Molestiae Beverage (Premium),2024-11-30,20.880000000000017,60,30.0,2.512857142857143,1,1
P0086,Labore Personal Car (Local),2024-11-30,57.16999999999999,60,30.0,2.755714285714286,1,1
P0087,Curd 500g (BrandX),2024-11-30,20.63000000000004,60,30.0,4.122857142857143,1,1
P0088,Dicta Beverage (BrandX),2024-11-30,22.609999999999943,60,30.0,4.105714285714286,1,1
P0089,Odio Personal Car (BrandX),2024-11-30,56.33000000000007,60,30.0,1.5814285714285714,1,1
P0090,Omnis Personal Car (Local),2024-11-30,17.460000000000143,60,30.0,0.0,1,1
P0091,Sit Personal Car (Premium),2024-11-30,53.77999999999998,60,30.0,3.3714285714285714,1,1
P0092,Dicta Beverage (Local),2024-11-30,55.45999999999997,60,30.0,3.544285714285714,1,1
P0093,Wheat Flour 10kg (Premium),2024-11-30,81.48000000000006,60,30.0,3.4442857142857135,1,1
P0094,Oranges (Local),2024-11-30,18.890000000000057,60,30.0,0.0,1,1
P0095,Fresh Tomatoes (BrandX),2024-11-30,54.76000000000009,60,30.0,2.5028571428571427,1,1
P0096,Impedit Personal Car (BrandX),2024-11-30,16.20000000000002,60,30.0,2.132857142857143,1,1
P0097,Iste Cleaning Supplie (BrandX),2024-11-30,32.08000000000005,60,30.0,0.0,1,1
P0098,Est Snack (BrandX),2024-11-30,43.62000000000009,60,30.0,0.0,1,1
P0099,Toor Dal 1kg (BrandX),2024-11-30,33.17999999999994,60,30.0,3.7314285714285718,1,1
P0100,Potatoes (BrandX),2024-11-30,19.38999999999995,60,30.0,0.0,1,1
P0001,Atque Beverage (Local),2024-12-01,69.74000000000007,61,30.0,3.187142857142857,1,1
P0002,Repellat Cleaning Supplie (Premium),2024-12-01,31.02000000000004,61,30.0,2.998571428571428,1,1
P0003,Amul Milk 1L (Local),2024-12-01,25.76000000000004,61,30.0,2.2971428571428567,1,1
P0004,Facere Beverage (Local),2024-12-01,21.370000000000033,61,30.0,0.0,1,1
P0005,Atque Snack (Local),2024-12-01,58.07000000000003,61,30.0,2.472857142857143,1,1
P0006,Potatoes (Premium),2024-12-01,26.329999999999945,61,30.0,2.8528571428571428,1,1
P0007,Molestiae Personal Car (Premium),2024-12-01,28.000000000000068,61,30.0,2.487142857142857,1,1
P0008,Nobis Beverage (BrandX),2024-12-01,34.580000000000005,61,30.0,0.0,1,1
P0009,Consectetur Snack (Local),2024-12-01,62.26000000000008,61,30.0,0.0,1,1
P0010,Tempora Cleaning Supplie (Premium),2024-12-01,36.51,61,30.0,0.0,1,1
P0011,Repudiandae Beverage (Local),2024-12-01,71.2,61,30.0,0.0,1,1
P0012,Quaerat Beverage (Premium),2024-12-01,63.47000000000001,61,30.0,2.0914285714285716,1,1
P0013,Adipisci Beverage (Local),2024-12-01,55.840000000000025,61,30.0,2.3785714285714286,1,1
P0014,Apples (Premium),2024-12-01,71.99000000000001,61,30.0,3.1242857142857146,1,1
P0015,Mangoes (BrandX),2024-12-01,26.67000000000005,61,30.0,1.7714285714285716,1,1
P0016,Wheat Flour 10kg (Premium),2024-12-01,27.679999999999996,61,30.0,0.0,1,1
P0017,Repellendus Personal Car (Local),2024-12-01,48.39000000000007,61,30.0,3.707142857142857,1,1
P0018,Bananas (Premium),2024-12-01,29.659999999999947,61,30.0,0.0,1,1
P0019,Quae Snack (Premium),2024-12-01,33.66000000000001,61,30.0,2.4514285714285715,1,1
P0020,Turmeric Powder 200g (Premium),2024-12-01,24.37000000000004,61,30.0,0.0,1,1
P0021,Bananas (BrandX),2024-12-01,39.12000000000008,61,30.0,3.091428571428571,1,1
P0022,Ladyfinger (Local),2024-12-01,42.510000000000026,61,30.0,4.235714285714286,1,1
P0023,Turmeric Powder 200g (Premium),2024-12-01,40.879999999999995,61,30.0,2.63,1,1
P0024,Quam Cleaning Supplie (Premium),2024-12-01,26.18999999999997,61,30.0,0.0,1,1
P0025,Toor Dal 1kg (Premium),2024-12-01,27.250000000000018,61,30.0,2.1,1,1
P0026,Laudantium Personal Car (Premium),2024-12-01,36.67000000000007,61,30.0,2.417142857142857,1,1
P0027,Oranges (Local),2024-12-01,51.7299999999999,61,30.0,3.27,1,1
P0028,Dicta Beverage (BrandX),2024-12-01,29.989999999999966,61,30.0,3.771428571428572,1,1
P0029,Turmeric Powder 200g (Premium),2024-12-01,82.11000000000004,61,30.0,3.07,1,1
P0030,Voluptatibus Beverage (Local),2024-12-01,36.50000000000001,61,30.0,0.0,1,1
P0031,Asperiores Personal Car (Premium),2024-12-01,78.38,61,30.0,2.13,1,1
P0032,Fresh Tomatoes (BrandX),2024-12-01,16.480000000000004,61,30.0,2.2585714285714285,1,1
P0033,Toor Dal 1kg (BrandX),2024-12-01,57.85000000000002,61,30.0,2.6814285714285715,1,1
P0034,Sunflower Oil 1L (Premium),2024-12-01,34.65000000000002,61,30.0,0.0,1,1
P0035,Basmati Rice 5kg (Local),2024-12-01,61.36999999999997,61,30.0,3.085714285714286,1,1
P0036,Necessitatibus Cleaning Supplie (Premium),2024-12-01,47.209999999999994,61,30.0,0.0,1,1
P0037,Dignissimos Personal Car (BrandX),2024-12-01,58.14999999999998,61,30.0,0.0,1,1
P0038,Doloremque Personal Car (Local),2024-12-01,45.76,61,30.0,0.0,1,1
P0039,Turmeric Powder 200g (Local),2024-12-01,55.75000000000005,61,30.0,3.218571428571429,1,1
P0040,Non Snack (Local),2024-12-01,46.83000000000007,61,30.0,0.0,1,1
P0041,Mangoes (Premium),2024-12-01,22.46000000000012,61,30.0,0.0,1,1
P0042,Accusantium Beverage (BrandX),2024-12-01,18.87000000000006,61,30.0,0.0,1,1
P0043,Adipisci Personal Car (BrandX),2024-12-01,55.39000000000004,61,30.0,3.287142857142857,1,1
P0044,Expedita Snack (BrandX),2024-12-01,25.239999999999934,61,30.0,0.0,1,1
P0045,Animi Beverage (Local),2024-12-01,36.04999999999989,61,30.0,3.241428571428571,1,1
P0046,Oranges (Premium),2024-12-01,15.62,61,30.0,0.0,1,1
P0047,Sunflower Oil 1L (Premium),2024-12-01,69.63000000000002,61,30.0,3.2142857142857144,1,1
P0048,Alias Snack (BrandX),2024-12-01,16.58000000000007,61,30.0,3.3428571428571425,1,1
P0049,Apples (Local),2024-12-01,15.309999999999985,61,30.0,0.0,1,1
P0050,Tempore Beverage (Local),2024-12-01,16.11999999999999,61,30.0,2.2600000000000002,1,1
P0051,Fresh Tomatoes (Premium),2024-12-01,54.52000000000008,61,30.0,0.0,1,1
P0052,Nisi Snack (BrandX),2024-12-01,51.669999999999895,61,30.0,0.0,1,1
P0053,Vitae Cleaning Supplie (Local),2024-12-01,28.349999999999927,61,30.0,0.0,1,1
P0054,Illo Beverage (Local),2024-12-01,46.889999999999986,61,30.0,3.2528571428571427,1,1
P0055,Coriander Leaves (BrandX),2024-12-01,27.450000000000017,61,30.0,3.0500000000000003,1,1
P0056,Sapiente Cleaning Supplie (Premium),2024-12-01,15.639999999999953,61,30.0,3.5514285714285707,1,1
P0057,Mangoes (Local),2024-12-01,50.289999999999985,61,30.0,0.0,1,1
P0058,Oranges (BrandX),2024-12-01,33.01999999999992,61,30.0,2.244285714285714,1,1
P0059,Mangoes (BrandX),2024-12-01,39.889999999999894,61,30.0,0.0,1,1
P0060,Amul Milk 1L (BrandX),2024-12-01,66.08000000000006,61,30.0,2.43,1,1
P0061,Sunt Snack (BrandX),2024-12-01,19.469999999999985,61,30.0,4.574285714285715,1,1
P0062,Mangoes (Local),2024-12-01,49.32999999999996,61,30.0,0.0,1,1
P0063,Basmati Rice 5kg (Local),2024-12-01,16.86000000000004,61,30.0,0.0,1,1
P0064,Vel Personal Car (Local),2024-12-01,23.330000000000062,61,30.0,0.0,1,1
P0065,Onions (Local),2024-12-01,20.429999999999936,61,30.0,3.1685714285714286,1,1
P0066,Mangoes (Premium),2024-12-01,55.539999999999935,61,30.0,0.0,1,1
P0067,Paneer 200g (Local),2024-12-01,36.64999999999999,61,30.0,3.5471428571428567,1,1
P0068,Reprehenderit Cleaning Supplie (Local),2024-12-01,36.97,61,30.0,0.0,1,1
P0069,Accusantium Snack (BrandX),2024-12-01,45.2,61,30.0,3.615714285714286,1,1
P0070,Amet Cleaning Supplie (Premium),2024-12-01,67.27999999999994,61,30.0,2.855714285714286,1,1
P0071,Fresh Tomatoes (Premium),2024-12-01,17.95999999999997,61,30.0,3.238571428571429,1,1
P0072,Ladyfinger (Local),2024-12-01,23.630000000000017,61,30.0,2.7285714285714286,1,1
P0073,Consectetur Snack (Premium),2024-12-01,72.51999999999998,61,30.0,0.0,1,1
P0074,Nemo Personal Car (Premium),2024-12-01,50.54000000000016,61,30.0,3.0300000000000002,1,1
P0075,Repellat Personal Car (Premium),2024-12-01,24.50999999999996,61,30.0,0.0,1,1
P0076,Pomegranates (Local),2024-12-01,24.979999999999997,61,30.0,0.0,1,1
P0077,Onions (Premium),2024-12-01,23.36,61,30.0,3.335714285714286,1,1
P0078,Consectetur Snack (BrandX),2024-12-01,53.85000000000001,61,30.0,2.3857142857142857,1,1
P0079,Blanditiis Snack (BrandX),2024-12-01,37.950000000000024,61,30.0,0.0,1,1
P0080,Butter 100g (Local),2024-12-01,60.76,61,30.0,0.0,1,1
P0081,Mangoes (BrandX),2024-12-01,73.58000000000001,61,30.0,0.0,1,1
P0082,Maiores Snack (Local),2024-12-01,19.70000000000002,61,30.0,0.0,1,1
P0083,Apples (BrandX),2024-12-01,50.54000000000008,61,30.0,3.718571428571429,1,1
P0084,Apples (BrandX),2024-12-01,53.609999999999914,61,30.0,4.017142857142857,1,1
P0085,Molestiae Beverage (Premium),2024-12-01,19.490000000000016,61,30.0,1.9585714285714286,1,1
P0086,Labore Personal Car (Local),2024-12-01,56.929999999999986,61,30.0,2.4442857142857144,1,1
P0087,Curd 500g (BrandX),2024-12-01,20.63000000000004,61,30.0,0.0,1,1
P0088,Dicta Beverage (BrandX),2024-12-01,20.689999999999948,61,30.0,3.8814285714285717,1,1
P0089,Odio Personal Car (BrandX),2024-12-01,51.89000000000007,61,30.0,2.0342857142857143,1,1
P0090,Omnis Personal Car (Local),2024-12-01,16.480000000000143,61,30.0,3.0585714285714287,1,1
P0091,Sit Personal Car (Premium),2024-12-01,53.77999999999998,61,30.0,0.0,1,1
P0092,Dicta Beverage (Local),2024-12-01,54.68999999999997,61,30.0,2.9628571428571426,1,1
P0093,Wheat Flour 10kg (Premium),2024-12-01,81.48000000000006,61,30.0,0.0,1,1
P0094,Oranges (Local),2024-12-01,18.790000000000056,61,30.0,1.6728571428571428,1,1
P0095,Fresh Tomatoes (BrandX),2024-12-01,51.27000000000009,61,30.0,2.987142857142857,1,1
P0096,Impedit Personal Car (BrandX),2024-12-01,16.20000000000002,61,30.0,0.0,1,1
P0097,Iste Cleaning Supplie (BrandX),2024-12-01,30.820000000000046,61,30.0,1.9457142857142855,1,1
P0098,Est Snack (BrandX),2024-12-01,43.62000000000009,61,30.0,0.0,1,1
P0099,Toor Dal 1kg (BrandX),2024-12-01,33.17999999999994,61,30.0,0.0,1,1
P0100,Potatoes (BrandX),2024-12-01,19.38999999999995,61,30.0,0.0,1,1
P0001,Atque Beverage (Local),2024-12-02,69.74000000000007,62,30.0,0.0,1,1
P0002,Repellat Cleaning Supplie (Premium),2024-12-02,31.02000000000004,62,30.0,0.0,1,1
P0003,Amul Milk 1L (Local),2024-12-02,23.65000000000004,62,30.0,2.2157142857142857,1,1
P0004,Facere Beverage (Local),2024-12-02,18.590000000000032,62,30.0,3.3871428571428566,1,1
P0005,Atque Snack (Local),2024-12-02,53.79000000000003,62,30.0,2.822857142857143,1,1
P0006,Potatoes (Premium),2024-12-02,26.329999999999945,62,30.0,0.0,1,1
P0007,Molestiae Personal Car (Premium),2024-12-02,27.900000000000063,62,30.0,2.12,1,1
P0008,Nobis Beverage (BrandX),2024-12-02,29.590000000000003,62,30.0,3.9314285714285715,1,1
P0009,Consectetur Snack (Local),2024-12-02,60.930000000000085,62,30.0,3.4299999999999997,1,1
P0010,Tempora Cleaning Supplie (Premium),2024-12-02,34.919999999999995,62,30.0,3.257142857142857,1,1
P0011,Repudiandae Beverage (Local),2024-12-02,68.71000000000001,62,30.0,1.737142857142857,1,1
P0012,Quaerat Beverage (Premium),2024-12-02,63.37000000000001,62,30.0,1.7142857142857142,1,1
P0013,Adipisci Beverage (Local),2024-12-02,55.840000000000025,62,30.0,0.0,1,1
P0014,Apples (Premium),2024-12-02,69.49000000000001,62,30.0,3.358571428571429,1,1
P0015,Mangoes (BrandX),2024-12-02,24.470000000000052,62,30.0,2.0714285714285716,1,1
P0016,Wheat Flour 10kg (Premium),2024-12-02,24.639999999999997,62,30.0,3.2728571428571436,1,1
P0017,Repellendus Personal Car (Local),2024-12-02,48.14000000000007,62,30.0,3.487142857142857,1,1
P0018,Bananas (Premium),2024-12-02,29.659999999999947,62,30.0,0.0,1,1
P0019,Quae Snack (Premium),2024-12-02,30.62000000000001,62,30.0,2.6128571428571425,1,1
P0020,Turmeric Powder 200g (Premium),2024-12-02,24.37000000000004,62,30.0,0.0,1,1
P0021,Bananas (BrandX),2024-12-02,39.12000000000008,62,30.0,0.0,1,1
P0022,Ladyfinger (Local),2024-12-02,42.510000000000026,62,30.0,0.0,1,1
P0023,Turmeric Powder 200g (Premium),2024-12-02,40.879999999999995,62,30.0,0.0,1,1
P0024,Quam Cleaning Supplie (Premium),2024-12-02,22.17999999999997,62,30.0,2.467142857142857,1,1
P0025,Toor Dal 1kg (Premium),2024-12-02,25.230000000000015,62,30.0,2.0771428571428574,1,1
P0026,Laudantium Personal Car (Premium),2024-12-02,36.67000000000007,62,30.0,0.0,1,1
P0027,Oranges (Local),2024-12-02,51.4999999999999,62,30.0,2.9142857142857146,1,1
P0028,Dicta Beverage (BrandX),2024-12-02,27.09999999999997,62,30.0,3.5442857142857145,1,1
P0029,Turmeric Powder 200g (Premium),2024-12-02,82.11000000000004,62,30.0,0.0,1,1
P0030,Voluptatibus Beverage (Local),2024-12-02,36.50000000000001,62,30.0,0.0,1,1
P0031,Asperiores Personal Car (Premium),2024-12-02,75.22999999999999,62,30.0,2.184285714285714,1,1
P0032,Fresh Tomatoes (BrandX),2024-12-02,63.940000000000005,62,30.0,2.4185714285714286,1,1
P0033,Toor Dal 1kg (BrandX),2024-12-02,51.89000000000002,62,30.0,3.3971428571428572,1,1
P0034,Sunflower Oil 1L (Premium),2024-12-02,26.43000000000002,62,30.0,3.4699999999999998,1,1
P0035,Basmati Rice 5kg (Local),2024-12-02,61.36999999999997,62,30.0,0.0,1,1
P0036,Necessitatibus Cleaning Supplie (Premium),2024-12-02,47.10999999999999,62,30.0,3.0385714285714287,1,1
P0037,Dignissimos Personal Car (BrandX),2024-12-02,58.14999999999998,62,30.0,0.0,1,1
P0038,Doloremque Personal Car (Local),2024-12-02,41.51,62,30.0,2.3685714285714283,1,1
P0039,Turmeric Powder 200g (Local),2024-12-02,52.58000000000005,62,30.0,3.6571428571428575,1,1
P0040,Non Snack (Local),2024-12-02,46.83000000000007,62,30.0,0.0,1,1
P0041,Mangoes (Premium),2024-12-02,20.65000000000012,62,30.0,3.302857142857143,1,1
P0042,Accusantium Beverage (BrandX),2024-12-02,18.87000000000006,62,30.0,0.0,1,1
P0043,Adipisci Personal Car (BrandX),2024-12-02,54.30000000000004,62,30.0,3.3,1,1
P0044,Expedita Snack (BrandX),2024-12-02,25.239999999999934,62,30.0,0.0,1,1
P0045,Animi Beverage (Local),2024-12-02,34.47999999999989,62,30.0,3.451428571428571,1,1
P0046,Oranges (Premium),2024-12-02,62.41,62,30.0,3.3114285714285714,1,1
P0047,Sunflower Oil 1L (Premium),2024-12-02,69.33000000000003,62,30.0,2.4899999999999998,1,1
P0048,Alias Snack (BrandX),2024-12-02,80.43000000000006,62,30.0,3.505714285714286,1,1
P0049,Apples (Local),2024-12-02,85.69999999999999,62,30.0,3.0900000000000003,1,1
P0050,Tempore Beverage (Local),2024-12-02,16.11999999999999,62,30.0,0.0,1,1
P0051,Fresh Tomatoes (Premium),2024-12-02,50.87000000000008,62,30.0,3.7485714285714287,1,1
P0052,Nisi Snack (BrandX),2024-12-02,51.669999999999895,62,30.0,0.0,1,1
P0053,Vitae Cleaning Supplie (Local),2024-12-02,26.329999999999927,62,30.0,2.827142857142857,1,1
P0054,Illo Beverage (Local),2024-12-02,42.609999999999985,62,30.0,3.3314285714285714,1,1
P0055,Coriander Leaves (BrandX),2024-12-02,27.450000000000017,62,30.0,0.0,1,1
P0056,Sapiente Cleaning Supplie (Premium),2024-12-02,77.42999999999996,62,30.0,3.3885714285714283,1,1
P0057,Mangoes (Local),2024-12-02,47.679999999999986,62,30.0,3.15,1,1
P0058,Oranges (BrandX),2024-12-02,31.69999999999992,62,30.0,1.8014285714285714,1,1
P0059,Mangoes (BrandX),2024-12-02,39.889999999999894,62,30.0,0.0,1,1
P0060,Amul Milk 1L (BrandX),2024-12-02,64.31000000000006,62,30.0,2.1628571428571433,1,1
P0061,Sunt Snack (BrandX),2024-12-02,18.119999999999983,62,30.0,3.7871428571428574,1,1
P0062,Mangoes (Local),2024-12-02,49.32999999999996,62,30.0,0.0,1,1
P0063,Basmati Rice 5kg (Local),2024-12-02,78.78000000000004,62,30.0,3.2328571428571427,1,1
P0064,Vel Personal Car (Local),2024-12-02,22.090000000000064,62,30.0,2.294285714285714,1,1
P0065,Onions (Local),2024-12-02,20.329999999999934,62,30.0,3.0828571428571427,1,1
P0066,Mangoes (Premium),2024-12-02,53.039999999999935,62,30.0,2.1614285714285715,1,1
P0067,Paneer 200g (Local),2024-12-02,32.779999999999994,62,30.0,3.5171428571428573,1,1
P0068,Reprehenderit Cleaning Supplie (Local),2024-12-02,32.16,62,30.0,3.0342857142857147,1,1
P0069,Accusantium Snack (BrandX),2024-12-02,45.2,62,30.0,0.0,1,1
P0070,Amet Cleaning Supplie (Premium),2024-12-02,61.71999999999994,62,30.0,3.567142857142857,1,1
P0071,Fresh Tomatoes (Premium),2024-12-02,17.95999999999997,62,30.0,0.0,1,1
P0072,Ladyfinger (Local),2024-12-02,23.630000000000017,62,30.0,0.0,1,1
P0073,Consectetur Snack (Premium),2024-12-02,68.71999999999998,62,30.0,3.4842857142857144,1,1
P0074,Nemo Personal Car (Premium),2024-12-02,50.54000000000016,62,30.0,0.0,1,1
P0075,Repellat Personal Car (Premium),2024-12-02,23.45999999999996,62,30.0,2.454285714285714,1,1
P0076,Pomegranates (Local),2024-12-02,24.979999999999997,62,30.0,0.0,1,1
P0077,Onions (Premium),2024-12-02,20.17,62,30.0,3.575714285714285,1,1
P0078,Consectetur Snack (BrandX),2024-12-02,53.85000000000001,62,30.0,0.0,1,1
P0079,Blanditiis Snack (BrandX),2024-12-02,37.950000000000024,62,30.0,0.0,1,1
P0080,Butter 100g (Local),2024-12-02,60.66,62,30.0,1.5042857142857144,1,1
P0081,Mangoes (BrandX),2024-12-02,68.59000000000002,62,30.0,3.7642857142857147,1,1
P0082,Maiores Snack (Local),2024-12-02,17.890000000000022,62,30.0,2.072857142857143,1,1
P0083,Apples (BrandX),2024-12-02,50.54000000000008,62,30.0,0.0,1,1
P0084,Apples (BrandX),2024-12-02,46.05999999999992,62,30.0,4.51,1,1
P0085,Molestiae Beverage (Premium),2024-12-02,19.490000000000016,62,30.0,0.0,1,1
P0086,Labore Personal Car (Local),2024-12-02,55.109999999999985,62,30.0,2.424285714285714,1,1
