OrderDate,ProductID,ProductName,Quantity,expected_no_promo,uplift,Category,MAE,RMSE
2024-10-10,P0001,Atque Beverage (Local),2.74,2.4450390338897705,0.2949609661102297,Beverages,2.494648948550224,2.9155207229429343
2024-10-14,P0001,Atque Beverage (Local),9.0,3.470165014266968,5.529834985733032,Beverages,2.494648948550224,2.9155207229429343
2024-10-23,P0001,Atque Beverage (Local),1.2,3.0139429569244385,-1.8139429569244383,Beverages,2.494648948550224,2.9155207229429343
2024-10-26,P0001,Atque Beverage (Local),0.1,2.932114839553833,-2.832114839553833,Beverages,2.494648948550224,2.9155207229429343
2024-11-02,P0001,Atque Beverage (Local),2.52,3.809861660003662,-1.289861660003662,Beverages,2.494648948550224,2.9155207229429343
2024-11-04,P0001,Atque Beverage (Local),2.47,4.5504536628723145,-2.0804536628723143,Beverages,2.494648948550224,2.9155207229429343
2024-11-11,P0001,Atque Beverage (Local),2.51,3.036264657974243,-0.5262646579742434,Beverages,2.494648948550224,2.9155207229429343
2024-11-15,P0001,Atque Beverage (Local),6.12,3.2168712615966797,2.9031287384033204,Beverages,2.494648948550224,2.9155207229429343
2024-11-21,P0001,Atque Beverage (Local),3.26,2.5795481204986572,0.6804518795013426,Beverages,2.494648948550224,2.9155207229429343
2024-12-05,P0001,Atque Beverage (Local),1.0,2.9790611267089844,-1.9790611267089844,Beverages,2.494648948550224,2.9155207229429343
2024-12-13,P0001,Atque Beverage (Local),6.33,3.756641149520874,2.573358850479126,Beverages,2.494648948550224,2.9155207229429343
2024-12-14,P0001,Atque Beverage (Local),4.51,3.67306923866272,0.8369307613372801,Beverages,2.494648948550224,2.9155207229429343
2024-01-01,P0002,Repellat Cleaning Supplie (Premium),4.67,3.100785732269287,1.5692142677307128,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-01-05,P0002,Repellat Cleaning Supplie (Premium),4.07,2.891097068786621,1.1789029312133792,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-01-09,P0002,Repellat Cleaning Supplie (Premium),5.34,3.9352777004241943,1.4047222995758055,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-01-15,P0002,Repellat Cleaning Supplie (Premium),0.1,3.3538448810577393,-3.253844881057739,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-01-16,P0002,Repellat Cleaning Supplie (Premium),7.3,2.4435033798217773,4.8564966201782225,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-01-17,P0002,Repellat Cleaning Supplie (Premium),3.52,3.5833871364593506,-0.0633871364593505,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-01-19,P0002,Repellat Cleaning Supplie (Premium),5.35,2.213399648666382,3.136600351333618,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-01-25,P0002,Repellat Cleaning Supplie (Premium),2.21,2.7774465084075928,-0.5674465084075928,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-01-29,P0002,Repellat Cleaning Supplie (Premium),0.1,3.4251394271850586,-3.3251394271850585,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-01-30,P0002,Repellat Cleaning Supplie (Premium),6.11,2.397963762283325,3.712036237716675,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-02-02,P0002,Repellat Cleaning Supplie (Premium),2.11,4.2781243324279785,-2.168124332427978,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-02-09,P0002,Repellat Cleaning Supplie (Premium),3.63,2.1283135414123535,1.5016864585876464,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-02-17,P0002,Repellat Cleaning Supplie (Premium),3.18,3.540574789047241,-0.360574789047241,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-02-27,P0002,Repellat Cleaning Supplie (Premium),1.85,3.4233994483947754,-1.5733994483947753,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-03-04,P0002,Repellat Cleaning Supplie (Premium),7.65,3.465023994445801,4.1849760055542,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-03-07,P0002,Repellat Cleaning Supplie (Premium),3.61,1.6216044425964355,1.9883955574035643,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-03-10,P0002,Repellat Cleaning Supplie (Premium),2.38,2.2598299980163574,0.1201700019836424,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-03-13,P0002,Repellat Cleaning Supplie (Premium),3.12,3.437613725662231,-0.3176137256622313,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-03-27,P0002,Repellat Cleaning Supplie (Premium),1.68,2.974261999130249,-1.294261999130249,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-03-30,P0002,Repellat Cleaning Supplie (Premium),4.42,4.014678478240967,0.4053215217590331,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-03-31,P0002,Repellat Cleaning Supplie (Premium),1.52,3.586724758148194,-2.0667247581481933,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-04-12,P0002,Repellat Cleaning Supplie (Premium),3.23,2.7419991493225098,0.4880008506774902,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-04-17,P0002,Repellat Cleaning Supplie (Premium),0.38,1.9301283359527588,-1.550128335952759,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-04-29,P0002,Repellat Cleaning Supplie (Premium),2.47,3.45453143119812,-0.98453143119812,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-05-03,P0002,Repellat Cleaning Supplie (Premium),0.25,2.8376622200012207,-2.5876622200012207,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-05-27,P0002,Repellat Cleaning Supplie (Premium),1.49,1.9981157779693604,-0.5081157779693604,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-06-05,P0002,Repellat Cleaning Supplie (Premium),2.65,2.5841376781463623,0.0658623218536376,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-06-10,P0002,Repellat Cleaning Supplie (Premium),2.84,2.5266823768615723,0.3133176231384276,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-06-18,P0002,Repellat Cleaning Supplie (Premium),2.38,3.0885088443756104,-0.7085088443756105,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-06-23,P0002,Repellat Cleaning Supplie (Premium),2.58,1.510858178138733,1.0691418218612672,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-07-08,P0002,Repellat Cleaning Supplie (Premium),0.46,3.66341495513916,-3.20341495513916,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-07-17,P0002,Repellat Cleaning Supplie (Premium),3.13,2.8600499629974365,0.2699500370025633,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-07-18,P0002,Repellat Cleaning Supplie (Premium),5.98,2.483773946762085,3.4962260532379155,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-07-24,P0002,Repellat Cleaning Supplie (Premium),4.18,3.51725172996521,0.6627482700347898,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-07-28,P0002,Repellat Cleaning Supplie (Premium),0.6,2.690798282623291,-2.090798282623291,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-08-01,P0002,Repellat Cleaning Supplie (Premium),6.55,5.016550540924072,1.5334494590759276,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-08-13,P0002,Repellat Cleaning Supplie (Premium),3.53,4.847798824310303,-1.317798824310303,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-08-19,P0002,Repellat Cleaning Supplie (Premium),0.88,4.110239505767822,-3.2302395057678224,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-08-20,P0002,Repellat Cleaning Supplie (Premium),4.41,3.3109865188598633,1.0990134811401369,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-09-11,P0002,Repellat Cleaning Supplie (Premium),2.86,3.136368989944458,-0.2763689899444581,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-09-15,P0002,Repellat Cleaning Supplie (Premium),5.73,4.012502193450928,1.7174978065490727,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-10-07,P0002,Repellat Cleaning Supplie (Premium),0.1,3.5852460861206055,-3.4852460861206054,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-10-11,P0002,Repellat Cleaning Supplie (Premium),1.26,3.61291766166687,-2.3529176616668703,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-10-19,P0002,Repellat Cleaning Supplie (Premium),2.3,3.920255422592163,-1.6202554225921633,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-11-11,P0002,Repellat Cleaning Supplie (Premium),6.42,2.6530628204345703,3.7669371795654296,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-11-15,P0002,Repellat Cleaning Supplie (Premium),3.23,2.484997034072876,0.745002965927124,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-11-24,P0002,Repellat Cleaning Supplie (Premium),0.1,3.619203567504883,-3.5192035675048827,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-11-29,P0002,Repellat Cleaning Supplie (Premium),0.41,3.8049044609069824,-3.3949044609069823,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-12-01,P0002,Repellat Cleaning Supplie (Premium),2.37,2.443026304244995,-0.073026304244995,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-12-03,P0002,Repellat Cleaning Supplie (Premium),1.6,1.7599172592163086,-0.1599172592163085,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-12-04,P0002,Repellat Cleaning Supplie (Premium),1.55,2.496670722961426,-0.9466707229614256,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-12-07,P0002,Repellat Cleaning Supplie (Premium),5.28,3.992534637451172,1.2874653625488284,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-12-16,P0002,Repellat Cleaning Supplie (Premium),3.06,4.429891586303711,-1.3698915863037109,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-12-20,P0002,Repellat Cleaning Supplie (Premium),4.31,1.73727548122406,2.5727245187759396,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-12-27,P0002,Repellat Cleaning Supplie (Premium),5.19,2.15419602394104,3.0358039760589604,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-12-28,P0002,Repellat Cleaning Supplie (Premium),2.62,3.3717288970947266,-0.7517288970947265,Cleaning Supplies,1.9597252237796785,2.390758277844971
2024-01-03,P0003,Amul Milk 1L (Local),2.89,2.824920654296875,0.0650793457031251,Dairy,1.7260006232261655,1.9757425773480704
2024-01-12,P0003,Amul Milk 1L (Local),4.35,3.327958345413208,1.0220416545867916,Dairy,1.7260006232261655,1.9757425773480704
2024-01-14,P0003,Amul Milk 1L (Local),2.92,4.345186710357666,-1.425186710357666,Dairy,1.7260006232261655,1.9757425773480704
2024-02-04,P0003,Amul Milk 1L (Local),0.1,2.639389991760254,-2.539389991760254,Dairy,1.7260006232261655,1.9757425773480704
2024-02-12,P0003,Amul Milk 1L (Local),3.97,3.0850164890289307,0.8849835109710695,Dairy,1.7260006232261655,1.9757425773480704
2024-02-16,P0003,Amul Milk 1L (Local),2.13,2.9178738594055176,-0.7878738594055177,Dairy,1.7260006232261655,1.9757425773480704
2024-02-17,P0003,Amul Milk 1L (Local),4.73,1.9460270404815672,2.783972959518433,Dairy,1.7260006232261655,1.9757425773480704
2024-02-18,P0003,Amul Milk 1L (Local),0.1,2.7718586921691895,-2.67185869216919,Dairy,1.7260006232261655,1.9757425773480704
2024-02-24,P0003,Amul Milk 1L (Local),2.25,3.402111053466797,-1.1521110534667969,Dairy,1.7260006232261655,1.9757425773480704
2024-02-28,P0003,Amul Milk 1L (Local),1.19,2.1694822311401367,-0.9794822311401368,Dairy,1.7260006232261655,1.9757425773480704
2024-03-07,P0003,Amul Milk 1L (Local),2.01,1.308322191238403,0.7016778087615965,Dairy,1.7260006232261655,1.9757425773480704
2024-03-10,P0003,Amul Milk 1L (Local),5.46,2.411066770553589,3.048933229446411,Dairy,1.7260006232261655,1.9757425773480704
2024-03-15,P0003,Amul Milk 1L (Local),3.79,3.5674662590026855,0.2225337409973145,Dairy,1.7260006232261655,1.9757425773480704
2024-03-18,P0003,Amul Milk 1L (Local),2.8,2.986245393753052,-0.1862453937530519,Dairy,1.7260006232261655,1.9757425773480704
2024-03-26,P0003,Amul Milk 1L (Local),4.78,1.5656988620758057,3.2143011379241946,Dairy,1.7260006232261655,1.9757425773480704
2024-04-12,P0003,Amul Milk 1L (Local),0.1,3.037672758102417,-2.937672758102417,Dairy,1.7260006232261655,1.9757425773480704
2024-04-13,P0003,Amul Milk 1L (Local),3.97,2.876975774765014,1.0930242252349855,Dairy,1.7260006232261655,1.9757425773480704
2024-04-19,P0003,Amul Milk 1L (Local),2.27,2.126293897628784,0.1437061023712158,Dairy,1.7260006232261655,1.9757425773480704
2024-04-20,P0003,Amul Milk 1L (Local),2.81,3.736229419708252,-0.926229419708252,Dairy,1.7260006232261655,1.9757425773480704
2024-05-01,P0003,Amul Milk 1L (Local),1.65,2.071404218673706,-0.4214042186737061,Dairy,1.7260006232261655,1.9757425773480704
2024-05-14,P0003,Amul Milk 1L (Local),0.85,3.3302218914031982,-2.480221891403198,Dairy,1.7260006232261655,1.9757425773480704
2024-05-15,P0003,Amul Milk 1L (Local),1.26,1.4111064672470093,-0.1511064672470092,Dairy,1.7260006232261655,1.9757425773480704
2024-05-20,P0003,Amul Milk 1L (Local),0.32,2.8284621238708496,-2.5084621238708498,Dairy,1.7260006232261655,1.9757425773480704
2024-05-26,P0003,Amul Milk 1L (Local),7.36,4.130014896392822,3.229985103607178,Dairy,1.7260006232261655,1.9757425773480704
2024-06-07,P0003,Amul Milk 1L (Local),1.59,3.185528516769409,-1.595528516769409,Dairy,1.7260006232261655,1.9757425773480704
2024-06-11,P0003,Amul Milk 1L (Local),3.3,3.5142531394958496,-0.2142531394958498,Dairy,1.7260006232261655,1.9757425773480704
2024-06-21,P0003,Amul Milk 1L (Local),6.15,3.0202810764312744,3.129718923568726,Dairy,1.7260006232261655,1.9757425773480704
2024-07-03,P0003,Amul Milk 1L (Local),2.57,3.2153518199920654,-0.6453518199920656,Dairy,1.7260006232261655,1.9757425773480704
2024-07-05,P0003,Amul Milk 1L (Local),2.28,2.5235490798950195,-0.2435490798950197,Dairy,1.7260006232261655,1.9757425773480704
2024-07-14,P0003,Amul Milk 1L (Local),4.03,3.182124614715576,0.8478753852844241,Dairy,1.7260006232261655,1.9757425773480704
2024-08-03,P0003,Amul Milk 1L (Local),3.87,3.4054250717163086,0.4645749282836915,Dairy,1.7260006232261655,1.9757425773480704
2024-08-06,P0003,Amul Milk 1L (Local),1.8,2.0322494506835938,-0.2322494506835937,Dairy,1.7260006232261655,1.9757425773480704
2024-08-08,P0003,Amul Milk 1L (Local),4.07,1.8679271936416624,2.2020728063583377,Dairy,1.7260006232261655,1.9757425773480704
2024-08-10,P0003,Amul Milk 1L (Local),2.46,3.119142770767212,-0.659142770767212,Dairy,1.7260006232261655,1.9757425773480704
2024-08-13,P0003,Amul Milk 1L (Local),3.9,3.6278836727142334,0.2721163272857665,Dairy,1.7260006232261655,1.9757425773480704
2024-08-16,P0003,Amul Milk 1L (Local),5.77,2.2224748134613037,3.547525186538696,Dairy,1.7260006232261655,1.9757425773480704
2024-08-17,P0003,Amul Milk 1L (Local),4.18,2.821003675460815,1.3589963245391845,Dairy,1.7260006232261655,1.9757425773480704
2024-09-05,P0003,Amul Milk 1L (Local),3.44,1.806371808052063,1.633628191947937,Dairy,1.7260006232261655,1.9757425773480704
2024-09-14,P0003,Amul Milk 1L (Local),4.11,2.542152404785156,1.567847595214844,Dairy,1.7260006232261655,1.9757425773480704
2024-09-21,P0003,Amul Milk 1L (Local),0.1,3.781287670135498,-3.681287670135498,Dairy,1.7260006232261655,1.9757425773480704
2024-09-25,P0003,Amul Milk 1L (Local),2.85,3.162933826446533,-0.3129338264465331,Dairy,1.7260006232261655,1.9757425773480704
2024-09-26,P0003,Amul Milk 1L (Local),2.76,2.181035280227661,0.5789647197723387,Dairy,1.7260006232261655,1.9757425773480704
2024-09-27,P0003,Amul Milk 1L (Local),3.54,3.1740453243255615,0.3659546756744385,Dairy,1.7260006232261655,1.9757425773480704
2024-10-20,P0003,Amul Milk 1L (Local),3.64,2.52587628364563,1.1141237163543702,Dairy,1.7260006232261655,1.9757425773480704
2024-10-22,P0003,Amul Milk 1L (Local),2.38,3.1533095836639404,-0.7733095836639405,Dairy,1.7260006232261655,1.9757425773480704
2024-10-23,P0003,Amul Milk 1L (Local),0.66,1.7245181798934937,-1.0645181798934935,Dairy,1.7260006232261655,1.9757425773480704
2024-10-31,P0003,Amul Milk 1L (Local),0.44,3.076927423477173,-2.636927423477173,Dairy,1.7260006232261655,1.9757425773480704
2024-11-03,P0003,Amul Milk 1L (Local),0.1,1.7664507627487185,-1.6664507627487182,Dairy,1.7260006232261655,1.9757425773480704
2024-11-05,P0003,Amul Milk 1L (Local),3.95,2.7772724628448486,1.1727275371551515,Dairy,1.7260006232261655,1.9757425773480704
2024-11-06,P0003,Amul Milk 1L (Local),4.22,1.2742115259170532,2.9457884740829465,Dairy,1.7260006232261655,1.9757425773480704
2024-11-12,P0003,Amul Milk 1L (Local),0.35,2.9616737365722656,-2.6116737365722655,Dairy,1.7260006232261655,1.9757425773480704
2024-11-21,P0003,Amul Milk 1L (Local),2.68,2.32422399520874,0.3557760047912599,Dairy,1.7260006232261655,1.9757425773480704
2024-12-02,P0003,Amul Milk 1L (Local),2.11,2.40030574798584,-0.2903057479858399,Dairy,1.7260006232261655,1.9757425773480704
2024-12-04,P0003,Amul Milk 1L (Local),5.36,1.0425041913986206,4.31749580860138,Dairy,1.7260006232261655,1.9757425773480704
2024-12-13,P0003,Amul Milk 1L (Local),2.89,3.1452300548553467,-0.2552300548553465,Dairy,1.7260006232261655,1.9757425773480704
2024-12-15,P0003,Amul Milk 1L (Local),3.01,3.775402784347534,-0.7654027843475344,Dairy,1.7260006232261655,1.9757425773480704
2024-12-22,P0003,Amul Milk 1L (Local),3.98,2.719337701797486,1.2606622982025146,Dairy,1.7260006232261655,1.9757425773480704
2024-01-01,P0004,Facere Beverage (Local),4.23,4.857901096343994,-0.6279010963439937,Beverages,1.5135839128494262,1.8878203493509569
2024-01-05,P0004,Facere Beverage (Local),5.42,4.017012119293213,1.402987880706787,Beverages,1.5135839128494262,1.8878203493509569
2024-01-12,P0004,Facere Beverage (Local),2.29,3.384422779083252,-1.094422779083252,Beverages,1.5135839128494262,1.8878203493509569
2024-01-14,P0004,Facere Beverage (Local),2.69,1.6328643560409546,1.0571356439590454,Beverages,1.5135839128494262,1.8878203493509569
2024-01-22,P0004,Facere Beverage (Local),3.79,2.233558654785156,1.5564413452148438,Beverages,1.5135839128494262,1.8878203493509569
2024-01-25,P0004,Facere Beverage (Local),3.27,3.5457570552825928,-0.2757570552825927,Beverages,1.5135839128494262,1.8878203493509569
2024-01-26,P0004,Facere Beverage (Local),0.99,3.3217990398406982,-2.331799039840698,Beverages,1.5135839128494262,1.8878203493509569
2024-02-05,P0004,Facere Beverage (Local),4.72,2.556561231613159,2.163438768386841,Beverages,1.5135839128494262,1.8878203493509569
2024-02-13,P0004,Facere Beverage (Local),1.75,1.2159990072250366,0.5340009927749634,Beverages,1.5135839128494262,1.8878203493509569
2024-02-18,P0004,Facere Beverage (Local),3.34,5.447328090667725,-2.1073280906677248,Beverages,1.5135839128494262,1.8878203493509569
2024-02-23,P0004,Facere Beverage (Local),8.13,0.623906672000885,7.506093327999116,Beverages,1.5135839128494262,1.8878203493509569
2024-03-10,P0004,Facere Beverage (Local),2.82,1.8672943115234375,0.9527056884765625,Beverages,1.5135839128494262,1.8878203493509569
2024-03-14,P0004,Facere Beverage (Local),0.1,2.8170716762542725,-2.7170716762542724,Beverages,1.5135839128494262,1.8878203493509569
2024-03-18,P0004,Facere Beverage (Local),6.16,2.289438247680664,3.870561752319336,Beverages,1.5135839128494262,1.8878203493509569
2024-03-22,P0004,Facere Beverage (Local),4.72,3.0220203399658203,1.6979796600341794,Beverages,1.5135839128494262,1.8878203493509569
2024-03-28,P0004,Facere Beverage (Local),0.92,2.5053694248199463,-1.5853694248199464,Beverages,1.5135839128494262,1.8878203493509569
2024-04-07,P0004,Facere Beverage (Local),2.21,1.976001977920532,0.2339980220794677,Beverages,1.5135839128494262,1.8878203493509569
2024-04-08,P0004,Facere Beverage (Local),4.64,2.6282553672790527,2.011744632720947,Beverages,1.5135839128494262,1.8878203493509569
2024-04-13,P0004,Facere Beverage (Local),5.72,1.2354133129119873,4.4845866870880124,Beverages,1.5135839128494262,1.8878203493509569
