sale_date,product_id,units_sold,price_per_unit_at_sale,total_sale_value,promotion_flag,promotion_type,payment_method,transaction_id
2024-01-02,P0036,2.9,127.37,369.37,No,,Card,TRN2024010285888
2024-01-02,P0037,3.33,195.79,651.98,No,,Cash,TRN2024010247961
2024-01-02,P0038,4.41,16.67,73.51,Yes,Discount,Card,TRN2024010228989
2024-01-02,P0039,2.95,86.17,254.2,No,,Cash,TRN2024010234294
2024-01-02,P0040,0.1,135.24,13.52,No,,Cash,TRN2024010272702
2024-01-02,P0041,1.72,78.92,135.74,No,,Cash,TRN2024010229575
2024-01-02,P0042,7.27,103.59,753.1,Yes,Discount,Cash,TRN2024010242612
2024-01-02,P0043,0.77,8.34,6.42,Yes,Bundle Offer,Cash,TRN2024010232121
2024-01-02,P0044,4.9,236.7,1159.83,No,,Card,TRN2024010262671
2024-01-02,P0045,1.45,153.32,222.31,No,,Card,TRN2024010292883
2024-01-02,P0046,3.2,259.28,829.7,Yes,Bundle Offer,UPI,TRN2024010265710
2024-01-02,P0047,1.01,82.35,83.17,Yes,Discount,Card,TRN2024010241912
2024-01-02,P0048,0.87,100.39,87.34,No,,Card,TRN2024010293768
2024-01-02,P0049,3.17,55.94,177.33,No,,UPI,TRN2024010250486
2024-01-02,P0050,1.85,15.34,28.38,No,,UPI,TRN2024010249496
2024-01-02,P0051,1.33,294.23,391.33,Yes,Discount,Card,TRN2024010240886
2024-01-02,P0052,0.86,99.95,85.96,No,,UPI,TRN2024010257723
2024-01-02,P0053,2.11,156.58,330.38,No,,UPI,TRN2024010217294
2024-01-02,P0054,4.93,197.28,972.59,Yes,Clearance,Cash,TRN2024010251201
2024-01-02,P0055,4.86,139.87,679.77,No,,UPI,TRN2024010217321
2024-01-02,P0056,1.06,120.02,127.22,No,,Card,TRN2024010232575
2024-01-02,P0057,4.18,133.26,557.03,Yes,Bundle Offer,Card,TRN2024010294066
2024-01-02,P0058,3.67,139.78,512.99,Yes,Clearance,UPI,TRN2024010237555
2024-01-02,P0059,2.31,117.28,270.92,No,,Card,TRN2024010227183
2024-01-02,P0060,4.5,249.89,1124.5,No,,Cash,TRN2024010248790
2024-01-02,P0061,7.55,124.25,938.09,No,,UPI,TRN2024010265385
2024-01-02,P0062,4.84,307.7,1489.27,No,,Card,TRN2024010259623
2024-01-02,P0063,1.82,10.0,18.2,No,,Card,TRN2024010255254
2024-01-02,P0064,4.53,230.77,1045.39,No,,Cash,TRN2024010226843
2024-01-02,P0065,0.1,39.79,3.98,Yes,Discount,UPI,TRN2024010289801
2024-01-02,P0066,1.77,297.91,527.3,No,,UPI,TRN2024010297256
2024-01-02,P0067,2.18,215.63,470.07,No,,Cash,TRN2024010239632
2024-01-02,P0068,5.59,286.22,1599.97,No,,Card,TRN2024010222223
2024-01-02,P0069,2.73,171.69,468.71,Yes,Bundle Offer,Card,TRN2024010222832
2024-01-02,P0070,4.29,51.86,222.48,Yes,Clearance,UPI,TRN2024010257647
2024-01-02,P0071,5.25,20.11,105.58,No,,Card,TRN2024010258406
2024-01-02,P0072,3.66,180.58,660.92,No,,Card,TRN2024010288520
2024-01-02,P0073,4.3,69.96,300.83,No,,Cash,TRN2024010282893
2024-01-02,P0074,1.35,43.0,58.05,No,,Card,TRN2024010216550
2024-01-02,P0075,3.25,131.88,428.61,No,,Card,TRN2024010268303
2024-01-02,P0076,2.19,122.66,268.63,No,,Cash,TRN2024010290985
2024-01-02,P0077,3.98,195.04,776.26,No,,Card,TRN2024010294652
2024-01-02,P0078,2.97,10.0,29.7,No,,Card,TRN2024010289102
2024-01-02,P0079,2.8,141.16,395.25,No,,UPI,TRN2024010246136
2024-01-02,P0080,0.25,282.2,70.55,No,,Cash,TRN2024010295442
2024-01-02,P0081,1.23,124.45,153.07,No,,UPI,TRN2024010294576
2024-01-02,P0082,5.62,161.85,909.6,No,,Cash,TRN2024010268134
2024-01-02,P0083,2.54,186.81,474.5,No,,Card,TRN2024010282043
2024-01-02,P0084,1.56,235.95,368.08,Yes,Discount,Cash,TRN2024010221554
2024-01-02,P0085,0.73,159.97,116.78,No,,UPI,TRN2024010237923
2024-01-02,P0086,2.03,139.41,283.0,Yes,Discount,Card,TRN2024010228939
2024-01-02,P0087,3.07,250.43,768.82,No,,Cash,TRN2024010268697
2024-01-02,P0088,5.15,10.0,51.5,No,,UPI,TRN2024010233181
2024-01-02,P0089,2.59,190.49,493.37,No,,UPI,TRN2024010231028
2024-01-02,P0090,0.1,256.29,25.63,No,,Cash,TRN2024010243555
2024-01-02,P0091,2.78,260.48,724.13,Yes,Bundle Offer,UPI,TRN2024010293234
2024-01-02,P0092,3.14,289.91,910.32,No,,UPI,TRN2024010295076
2024-01-02,P0093,2.35,119.51,280.85,Yes,Clearance,Cash,TRN2024010276820
2024-01-02,P0094,3.4,146.44,497.9,No,,Cash,TRN2024010245576
2024-01-02,P0095,3.16,273.0,862.68,Yes,Discount,UPI,TRN2024010285840
2024-01-02,P0096,0.1,144.54,14.45,No,,UPI,TRN2024010240053
2024-01-02,P0098,2.38,235.56,560.63,No,,UPI,TRN2024010233391
2024-01-02,P0099,2.39,241.85,578.02,No,,Cash,TRN2024010286932
2024-01-02,P0100,1.73,159.2,275.42,No,,UPI,TRN2024010298951
2024-01-03,P0001,4.8,330.57,1586.74,No,,UPI,TRN2024010371382
2024-01-03,P0002,3.14,186.84,586.68,No,,UPI,TRN2024010350267
2024-01-03,P0003,2.89,62.8,181.49,Yes,Bundle Offer,Cash,TRN2024010389738
2024-01-03,P0004,6.02,19.71,118.65,No,,Card,TRN2024010343877
2024-01-03,P0006,2.81,252.56,709.69,Yes,Discount,Card,TRN2024010314839
2024-01-03,P0007,3.21,181.47,582.52,No,,UPI,TRN2024010374315
2024-01-03,P0008,0.1,113.84,11.38,No,,Cash,TRN2024010319683
2024-01-03,P0009,5.39,141.72,763.87,No,,Cash,TRN2024010389655
2024-01-03,P0010,2.13,333.14,709.59,No,,Card,TRN2024010385089
2024-01-03,P0011,4.09,266.04,1088.1,No,,Card,TRN2024010381860
2024-01-03,P0012,3.14,191.6,601.62,No,,Cash,TRN2024010328025
2024-01-03,P0013,1.84,22.42,41.25,Yes,Discount,Card,TRN2024010315569
2024-01-03,P0014,0.1,220.55,22.06,No,,Cash,TRN2024010341869
2024-01-03,P0015,1.49,143.27,213.47,Yes,Bundle Offer,UPI,TRN2024010385193
2024-01-03,P0016,2.52,220.6,555.91,No,,Cash,TRN2024010326955
2024-01-03,P0017,0.1,189.81,18.98,No,,Card,TRN2024010388533
2024-01-03,P0019,1.46,261.81,382.24,No,,Card,TRN2024010396448
2024-01-03,P0020,6.55,88.78,581.51,Yes,Discount,Cash,TRN2024010353076
2024-01-03,P0021,2.53,9.37,23.71,Yes,Bundle Offer,Card,TRN2024010335030
2024-01-03,P0022,1.18,172.88,204.0,No,,UPI,TRN2024010339967
2024-01-03,P0023,1.05,245.08,257.33,No,,Card,TRN2024010311580
2024-01-03,P0024,6.92,222.18,1537.49,No,,Cash,TRN2024010386266
2024-01-03,P0025,3.62,174.62,632.12,No,,Cash,TRN2024010329686
2024-01-03,P0026,5.47,56.82,310.81,No,,Cash,TRN2024010372882
2024-01-03,P0027,3.81,140.49,535.27,No,,Cash,TRN2024010383892
2024-01-03,P0028,4.67,43.47,203.0,No,,Cash,TRN2024010391886
2024-01-03,P0029,0.34,201.09,68.37,No,,Cash,TRN2024010341885
2024-01-03,P0030,0.1,10.0,1.0,No,,UPI,TRN2024010315670
2024-01-03,P0031,2.49,215.2,535.85,No,,UPI,TRN2024010367292
2024-01-03,P0032,3.77,10.0,37.7,No,,Cash,TRN2024010344685
2024-01-03,P0033,2.45,145.23,355.81,No,,UPI,TRN2024010343266
2024-01-03,P0034,4.5,176.92,796.14,Yes,Clearance,Card,TRN2024010358583
2024-01-03,P0035,1.66,96.3,159.86,No,,Card,TRN2024010385378
2024-01-03,P0036,5.29,127.37,673.79,No,,Card,TRN2024010374439
2024-01-03,P0037,2.64,195.79,516.89,No,,UPI,TRN2024010375985
2024-01-03,P0038,0.1,16.83,1.68,Yes,Bundle Offer,UPI,TRN2024010312656
2024-01-03,P0039,5.57,86.17,479.97,No,,Cash,TRN2024010333723
2024-01-03,P0041,3.14,78.92,247.81,No,,UPI,TRN2024010373648
2024-01-03,P0042,7.33,118.82,870.95,No,,UPI,TRN2024010378433
2024-01-03,P0043,6.95,10.0,69.5,No,,Card,TRN2024010396727
2024-01-03,P0044,6.2,236.7,1467.54,No,,UPI,TRN2024010312005
2024-01-03,P0045,1.97,153.32,302.04,No,,Cash,TRN2024010337131
2024-01-03,P0046,0.1,324.05,32.41,No,,Card,TRN2024010357168
2024-01-03,P0047,0.1,92.52,9.25,No,,Cash,TRN2024010351112
2024-01-03,P0048,2.38,100.39,238.93,No,,Cash,TRN2024010371854
2024-01-03,P0049,2.06,55.94,115.24,No,,UPI,TRN2024010323156
2024-01-03,P0050,6.77,15.34,103.85,No,,Card,TRN2024010325614
2024-01-03,P0051,3.78,292.75,1106.6,Yes,Clearance,Card,TRN2024010392675
2024-01-03,P0052,4.23,99.95,422.79,No,,UPI,TRN2024010311282
2024-01-03,P0053,3.4,156.58,532.37,No,,Cash,TRN2024010340149
2024-01-03,P0054,6.3,227.08,1430.6,No,,Card,TRN2024010331826
2024-01-03,P0055,3.72,139.87,520.32,No,,UPI,TRN2024010316678
2024-01-03,P0056,4.69,120.02,562.89,No,,Card,TRN2024010381379
2024-01-03,P0057,2.34,157.46,368.46,Yes,Discount,Card,TRN2024010343189
2024-01-03,P0058,1.5,152.41,228.62,No,,UPI,TRN2024010369973
2024-01-03,P0059,1.9,117.28,222.83,No,,UPI,TRN2024010377723
2024-01-03,P0060,1.98,249.89,494.78,No,,Cash,TRN2024010375085
2024-01-03,P0061,2.13,117.75,250.81,Yes,Clearance,Cash,TRN2024010382511
2024-01-03,P0062,2.68,307.7,824.64,No,,Card,TRN2024010358455
2024-01-03,P0063,4.82,10.0,48.2,No,,UPI,TRN2024010377312
2024-01-03,P0064,0.55,230.77,126.92,No,,UPI,TRN2024010395533
2024-01-03,P0065,6.0,44.78,268.68,No,,Card,TRN2024010349100
2024-01-03,P0066,6.55,276.35,1810.09,Yes,Bundle Offer,Card,TRN2024010377583
2024-01-03,P0067,1.95,215.63,420.48,No,,UPI,TRN2024010388845
2024-01-03,P0068,5.47,286.22,1565.62,No,,Cash,TRN2024010371781
2024-01-03,P0069,4.69,189.52,888.85,No,,Card,TRN2024010377866
2024-01-03,P0070,1.07,62.09,66.44,No,,Cash,TRN2024010311326
2024-01-03,P0071,4.8,20.11,96.53,No,,Cash,TRN2024010333310
2024-01-03,P0072,0.63,180.58,113.77,No,,Card,TRN2024010310140
2024-01-03,P0073,3.64,69.96,254.65,No,,Cash,TRN2024010314509
2024-01-03,P0074,4.52,43.0,194.36,No,,Cash,TRN2024010376672
2024-01-03,P0075,5.27,107.46,566.31,Yes,Discount,UPI,TRN2024010393415
2024-01-03,P0076,2.0,122.66,245.32,No,,Cash,TRN2024010324797
2024-01-03,P0077,4.32,195.04,842.57,No,,Cash,TRN2024010339998
2024-01-03,P0078,3.31,10.0,33.1,No,,UPI,TRN2024010310216
2024-01-03,P0079,1.01,141.16,142.57,No,,Card,TRN2024010325499
2024-01-03,P0080,4.7,282.2,1326.34,No,,Cash,TRN2024010324549
2024-01-03,P0081,3.7,124.45,460.47,No,,Cash,TRN2024010375681
2024-01-03,P0082,3.84,161.85,621.5,No,,UPI,TRN2024010336679
2024-01-03,P0083,4.4,186.81,821.96,No,,Card,TRN2024010369780
2024-01-03,P0084,2.28,254.7,580.72,Yes,Bundle Offer,Cash,TRN2024010362646
2024-01-03,P0085,3.54,159.97,566.29,No,,Card,TRN2024010375552
2024-01-03,P0086,3.47,155.31,538.93,No,,Cash,TRN2024010360066
2024-01-03,P0087,4.09,224.84,919.6,Yes,Clearance,Cash,TRN2024010326196
2024-01-03,P0088,0.1,10.0,1.0,No,,Cash,TRN2024010344141
2024-01-03,P0089,0.14,190.49,26.67,No,,UPI,TRN2024010337098
2024-01-03,P0091,4.77,300.89,1435.25,No,,Cash,TRN2024010374504
2024-01-03,P0092,5.12,289.91,1484.34,No,,Card,TRN2024010364798
2024-01-03,P0093,2.54,146.71,372.64,No,,Cash,TRN2024010342526
2024-01-03,P0094,2.67,146.44,390.99,No,,UPI,TRN2024010376120
2024-01-03,P0095,2.88,295.07,849.8,No,,UPI,TRN2024010310551
2024-01-03,P0096,3.29,134.34,441.98,Yes,Discount,Cash,TRN2024010341313
2024-01-03,P0097,4.42,140.96,623.04,No,,Cash,TRN2024010344783
2024-01-03,P0098,5.03,235.56,1184.87,No,,Cash,TRN2024010317939
2024-01-03,P0099,2.61,226.45,591.03,Yes,Clearance,Card,TRN2024010390410
2024-01-03,P0100,2.47,139.82,345.36,Yes,Discount,UPI,TRN2024010391924
2024-01-04,P0001,5.02,290.5,1458.31,Yes,Discount,Cash,TRN2024010432788
2024-01-04,P0002,0.1,186.84,18.68,No,,Card,TRN2024010479517
2024-01-04,P0003,3.91,77.79,304.16,No,,UPI,TRN2024010496492
2024-01-04,P0004,5.22,19.71,102.89,No,,UPI,TRN2024010445711
2024-01-04,P0005,0.75,373.9,280.42,Yes,Clearance,Card,TRN2024010429476
2024-01-04,P0006,4.56,230.25,1049.94,Yes,Bundle Offer,Cash,TRN2024010493144
2024-01-04,P0007,0.1,181.47,18.15,No,,Card,TRN2024010426022
2024-01-04,P0008,0.1,113.84,11.38,No,,Cash,TRN2024010435776
2024-01-04,P0009,5.46,141.72,773.79,No,,UPI,TRN2024010487313
2024-01-04,P0010,3.89,306.06,1190.57,Yes,Clearance,Card,TRN2024010428936
2024-01-04,P0011,5.05,236.97,1196.7,Yes,Clearance,Card,TRN2024010453657
2024-01-04,P0012,7.01,164.97,1156.44,Yes,Clearance,Cash,TRN2024010471207
2024-01-04,P0013,0.1,24.62,2.46,No,,UPI,TRN2024010421885
2024-01-04,P0014,6.96,220.55,1535.03,No,,Cash,TRN2024010491009
2024-01-04,P0015,1.76,176.93,311.4,No,,Card,TRN2024010421344
2024-01-04,P0016,2.85,220.6,628.71,No,,Card,TRN2024010467643
2024-01-04,P0017,5.85,189.81,1110.39,No,,Cash,TRN2024010467671
2024-01-04,P0018,2.43,75.61,183.73,No,,UPI,TRN2024010449555
2024-01-04,P0019,1.28,226.86,290.38,Yes,Clearance,Card,TRN2024010494531
2024-01-04,P0020,3.95,101.04,399.11,No,,UPI,TRN2024010417694
2024-01-04,P0021,2.31,9.02,20.84,Yes,Clearance,Card,TRN2024010462535
2024-01-04,P0022,2.94,172.88,508.27,No,,Card,TRN2024010499091
2024-01-04,P0023,4.15,245.08,1017.08,No,,Card,TRN2024010470040
2024-01-04,P0024,5.36,222.18,1190.88,No,,Cash,TRN2024010452935
2024-01-04,P0025,3.69,174.62,644.35,No,,Cash,TRN2024010410405
2024-01-04,P0026,3.0,56.82,170.46,No,,Card,TRN2024010473480
2024-01-04,P0027,5.58,140.49,783.93,No,,UPI,TRN2024010479266
2024-01-04,P0028,2.66,43.47,115.63,No,,Card,TRN2024010476232
2024-01-04,P0029,4.31,201.09,866.7,No,,UPI,TRN2024010428699
2024-01-04,P0030,3.51,10.0,35.1,No,,Cash,TRN2024010437818
2024-01-04,P0031,3.26,215.2,701.55,No,,UPI,TRN2024010421531
2024-01-04,P0032,0.92,9.29,8.55,Yes,Discount,UPI,TRN2024010444066
2024-01-04,P0033,0.1,145.23,14.52,No,,Card,TRN2024010434343
2024-01-04,P0034,6.57,190.47,1251.39,No,,UPI,TRN2024010447949
2024-01-04,P0035,0.85,96.3,81.85,No,,UPI,TRN2024010428670
2024-01-04,P0036,3.71,127.37,472.54,No,,Card,TRN2024010462041
2024-01-04,P0037,0.1,195.79,19.58,No,,Card,TRN2024010456896
2024-01-04,P0038,6.43,19.02,122.3,No,,Cash,TRN2024010446346
2024-01-04,P0039,5.04,86.17,434.3,No,,Card,TRN2024010467134
2024-01-04,P0040,2.48,125.81,312.01,Yes,Discount,Card,TRN2024010481153
2024-01-04,P0041,4.01,78.92,316.47,No,,UPI,TRN2024010434940
2024-01-04,P0043,5.09,8.65,44.03,Yes,Discount,Card,TRN2024010485963
2024-01-04,P0044,1.83,236.7,433.16,No,,UPI,TRN2024010470096
2024-01-04,P0045,0.88,140.73,123.84,Yes,Discount,Card,TRN2024010458193
2024-01-04,P0046,3.04,324.05,985.11,No,,UPI,TRN2024010432056
2024-01-04,P0047,4.8,92.52,444.1,No,,UPI,TRN2024010499495
2024-01-04,P0048,3.03,84.15,254.97,Yes,Discount,Cash,TRN2024010498312
2024-01-04,P0050,4.34,15.34,66.58,No,,Card,TRN2024010450568
2024-01-04,P0051,0.1,250.56,25.06,Yes,Clearance,Card,TRN2024010488536
2024-01-04,P0052,8.65,99.95,864.57,No,,Card,TRN2024010444008
2024-01-04,P0053,1.04,129.31,134.48,Yes,Discount,UPI,TRN2024010452957
2024-01-04,P0054,3.4,227.08,772.07,No,,UPI,TRN2024010441412
2024-01-04,P0055,6.11,139.87,854.61,No,,UPI,TRN2024010499609
