sale_date,product_id,units_sold,price_per_unit_at_sale,total_sale_value,promotion_flag,promotion_type,payment_method,transaction_id
2025-05-13,P0135,2,829.22,1658.44,0,None,Debit Card,680E2E52
2025-05-13,P0137,3,252.59,757.78,1,Clearance Sale,UPI,6108BCCE
2025-05-13,P0139,4,976.85,3907.4,0,None,UPI,947DAB5C
2025-05-13,P0142,1,1483.36,1483.36,0,None,Debit Card,B586CAF3
2025-05-13,P0143,1,650.85,650.85,0,None,Credit Card,3146B600
2025-05-13,P0144,1,341.64,341.64,1,Clearance Sale,Credit Card,8B37B189
2025-05-13,P0146,3,320.96,962.88,0,None,Debit Card,DAAB9BCF
2025-05-13,P0147,2,1110.81,2221.62,0,None,Debit Card,39E6AED1
2025-05-13,P0150,1,244.58,244.58,0,None,Credit Card,72E364DB
2025-05-13,P0151,1,1282.3,1282.3,0,None,Credit Card,B340942D
2025-05-13,P0153,2,442.87,885.74,0,None,Debit Card,C12BBC05
2025-05-13,P0154,2,235.16,470.32,1,Buy1Get1,Credit Card,2A68D542
2025-05-13,P0155,2,723.81,1447.62,1,Clearance Sale,Cash,B0BE66E4
2025-05-13,P0158,2,1016.33,2032.66,1,Buy1Get1,Credit Card,66966FC8
2025-05-13,P0160,2,431.11,862.22,1,Clearance Sale,UPI,5A8273E7
2025-05-13,P0162,1,502.34,502.34,1,Clearance Sale,Cash,70160D88
2025-05-13,P0163,2,1031.69,2063.38,1,Buy1Get1,Credit Card,7C3223DE
2025-05-13,P0164,3,233.66,700.99,1,Buy1Get1,UPI,48AD15B2
2025-05-13,P0165,1,517.45,517.45,0,None,Cash,F7F02FA6
2025-05-13,P0167,1,680.86,680.86,0,None,Debit Card,BB0A768E
2025-05-13,P0168,4,983.93,3935.71,1,Clearance Sale,Credit Card,072C1F02
2025-05-13,P0169,1,210.25,210.25,0,None,UPI,A912A467
2025-05-13,P0171,2,626.91,1253.82,0,None,Credit Card,F59B9922
2025-05-13,P0172,3,261.49,784.46,1,Buy1Get1,Credit Card,614B26FD
2025-05-13,P0175,2,158.31,316.62,1,Clearance Sale,Credit Card,C2DBFCD9
2025-05-13,P0177,2,1091.91,2183.82,0,None,UPI,63537AE1
2025-05-13,P0178,2,874.72,1749.44,0,None,Credit Card,031324CA
2025-05-13,P0179,1,266.47,266.47,0,None,Cash,CBDB2CA3
2025-05-13,P0180,2,275.35,550.7,0,None,UPI,B370999C
2025-05-13,P0181,1,582.27,582.27,0,None,Cash,D2E430BA
2025-05-13,P0183,3,302.4,907.2,1,Clearance Sale,Debit Card,870B3458
2025-05-13,P0185,1,485.62,485.62,1,Buy1Get1,Debit Card,86D5CB8F
2025-05-13,P0186,3,733.35,2200.05,0,None,Credit Card,A8DC6BD6
2025-05-13,P0187,1,1021.84,1021.84,0,None,UPI,178C3DDD
2025-05-13,P0188,1,314.16,314.16,0,None,Debit Card,489B046B
2025-05-13,P0190,1,179.82,179.82,0,None,Cash,F1E640A1
2025-05-13,P0191,1,1010.07,1010.07,0,None,Credit Card,38DA98BB
2025-05-13,P0192,2,815.06,1630.12,0,None,Credit Card,E55D3A60
2025-05-13,P0193,1,470.68,470.68,0,None,Debit Card,5AE1419A
2025-05-13,P0194,2,759.81,1519.62,1,Festival Offer,Credit Card,30D08EC9
2025-05-13,P0197,2,496.35,992.7,0,None,Credit Card,7A108DB7
2025-05-13,P0198,1,676.87,676.87,0,None,Debit Card,39CDA8DB
2025-05-14,P0001,2,1149.01,2298.02,0,None,Debit Card,98FD337B
2025-05-14,P0002,1,230.2,230.2,0,None,Cash,59B08439
2025-05-14,P0003,1,744.61,744.61,0,None,Credit Card,6CCFEF7F
2025-05-14,P0005,2,879.13,1758.26,0,None,Cash,E3ADFB5F
2025-05-14,P0006,1,160.48,160.48,0,None,Credit Card,313BE45B
2025-05-14,P0007,2,1079.01,2158.02,0,None,UPI,633E2960
2025-05-14,P0008,4,1021.93,4087.71,1,Clearance Sale,UPI,41CBDC20
2025-05-14,P0009,1,1072.92,1072.92,0,None,Credit Card,2BCD9D64
2025-05-14,P0012,1,444.71,444.71,0,None,Debit Card,5FADA126
2025-05-14,P0013,5,196.06,980.28,1,Buy1Get1,Credit Card,72994B76
2025-05-14,P0014,2,524.66,1049.32,0,None,Credit Card,64C1C86F
2025-05-14,P0015,1,367.9,367.9,1,Festival Offer,Debit Card,E3094772
2025-05-14,P0016,1,978.25,978.25,0,None,Credit Card,922CD351
2025-05-14,P0018,4,402.22,1608.9,1,Festival Offer,UPI,DB2ED7BA
2025-05-14,P0019,3,972.48,2917.44,0,None,UPI,E005BAF3
2025-05-14,P0020,1,150.73,150.73,0,None,Credit Card,939D28A7
2025-05-14,P0026,1,461.47,461.47,0,None,Credit Card,CBEA990C
2025-05-14,P0027,2,930.08,1860.16,0,None,UPI,535A5041
2025-05-14,P0029,2,787.2,1574.4,0,None,UPI,B720D7C6
2025-05-14,P0031,1,116.87,116.87,0,None,UPI,2673095E
2025-05-14,P0032,2,866.29,1732.58,0,None,UPI,671BC1DA
2025-05-14,P0033,1,783.12,783.12,0,None,UPI,31E2961B
2025-05-14,P0034,1,1160.84,1160.84,1,Festival Offer,Debit Card,243BDFAB
2025-05-14,P0035,2,1434.51,2869.02,0,None,UPI,FAB1F584
2025-05-14,P0036,3,402.07,1206.22,1,Festival Offer,UPI,BD5BF2FB
2025-05-14,P0041,2,232.31,464.62,0,None,Cash,B7839A12
2025-05-14,P0042,3,260.72,782.16,1,Buy1Get1,Credit Card,7A4BA631
2025-05-14,P0043,2,1059.57,2119.14,0,None,Credit Card,8B99851F
2025-05-14,P0044,2,572.62,1145.23,1,Buy1Get1,Credit Card,BABC4BA1
2025-05-14,P0045,3,484.15,1452.45,0,None,Credit Card,C054B302
2025-05-14,P0047,4,120.59,482.37,1,Festival Offer,UPI,F621FAF6
2025-05-14,P0048,1,796.83,796.83,1,Festival Offer,Cash,769F3BE6
2025-05-14,P0050,1,357.82,357.82,0,None,UPI,D1324BF7
2025-05-14,P0051,1,646.98,646.98,0,None,Credit Card,33822BD4
2025-05-14,P0053,3,1071.62,3214.85,1,Festival Offer,Credit Card,166EB820
2025-05-14,P0055,2,1413.64,2827.28,0,None,Cash,645677A4
2025-05-14,P0056,1,140.16,140.16,0,None,Cash,B0740C2A
2025-05-14,P0057,3,1091.86,3275.59,1,Festival Offer,Credit Card,65A6D905
2025-05-14,P0059,1,798.08,798.08,0,None,UPI,16A4C6DA
2025-05-14,P0060,1,127.31,127.31,0,None,UPI,29082B2C
2025-05-14,P0061,2,546.63,1093.26,1,Buy1Get1,Credit Card,D106A5B9
2025-05-14,P0063,1,1420.29,1420.29,0,None,Cash,66B60FF4
2025-05-14,P0064,1,180.23,180.23,1,Festival Offer,Debit Card,B5696D26
2025-05-14,P0066,2,570.17,1140.34,0,None,Debit Card,8DCF5E26
2025-05-14,P0067,1,268.9,268.9,0,None,Credit Card,E3782C9A
2025-05-14,P0068,1,411.79,411.79,0,None,Credit Card,56C2CB91
2025-05-14,P0069,2,354.09,708.18,0,None,UPI,A60EFCD2
2025-05-14,P0071,1,796.02,796.02,0,None,UPI,7FA25D5C
2025-05-14,P0073,1,1241.41,1241.41,0,None,Cash,9C593265
2025-05-14,P0074,2,1097.35,2194.7,0,None,Cash,8EADA282
2025-05-14,P0075,4,377.04,1508.16,1,Festival Offer,UPI,2407CC61
2025-05-14,P0076,1,405.44,405.44,0,None,UPI,27240C7D
2025-05-14,P0077,1,284.2,284.2,0,None,UPI,763B2CB4
2025-05-14,P0078,1,485.21,485.21,0,None,Cash,427E508D
2025-05-14,P0079,2,830.06,1660.11,1,Buy1Get1,Credit Card,6D3C2520
2025-05-14,P0081,1,131.39,131.39,0,None,Cash,8C1D5550
2025-05-14,P0082,1,269.66,269.66,1,Buy1Get1,Debit Card,86CFD4B0
2025-05-14,P0084,2,1384.29,2768.58,0,None,Credit Card,3C84C892
2025-05-14,P0085,1,362.05,362.05,1,Buy1Get1,Credit Card,F633B668
2025-05-14,P0086,2,1376.4,2752.8,0,None,UPI,1AC84BCD
2025-05-14,P0087,2,653.01,1306.02,0,None,Credit Card,9B0E188E
2025-05-14,P0088,3,368.44,1105.32,1,Festival Offer,Debit Card,9BCAE5F4
2025-05-14,P0093,1,811.74,811.74,0,None,Cash,ED21A616
2025-05-14,P0094,1,592.77,592.77,0,None,UPI,DD39BCFA
2025-05-14,P0095,1,343.14,343.14,0,None,Credit Card,4B33C08F
2025-05-14,P0096,1,412.3,412.3,0,None,Cash,DABC5E91
2025-05-14,P0097,1,219.52,219.52,0,None,Credit Card,AFE555C1
2025-05-14,P0098,1,346.69,346.69,0,None,Credit Card,0FC1EC33
2025-05-14,P0100,3,1235.8,3707.4,0,None,Debit Card,10B7FD33
2025-05-14,P0101,2,334.91,669.82,0,None,Credit Card,E7719478
2025-05-14,P0102,3,156.11,468.33,0,None,Credit Card,ED28D162
2025-05-14,P0103,2,1131.56,2263.12,1,Buy1Get1,Credit Card,809BFE96
2025-05-14,P0104,2,381.15,762.3,0,None,Cash,B57A5003
2025-05-14,P0105,2,267.3,534.6,0,None,UPI,63A9B946
2025-05-14,P0107,2,1335.61,2671.22,0,None,Cash,E30F375B
2025-05-14,P0110,2,1464.57,2929.14,0,None,Credit Card,196C9BA1
2025-05-14,P0111,2,533.87,1067.74,0,None,Cash,120DBB07
2025-05-14,P0113,5,518.09,2590.45,0,None,Debit Card,EA9C504F
2025-05-14,P0114,5,382.63,1913.16,1,Buy1Get1,Credit Card,7C759B64
2025-05-14,P0116,1,1014.89,1014.89,1,Buy1Get1,Cash,7B49782B
2025-05-14,P0117,1,419.38,419.38,0,None,UPI,2CE5AC60
2025-05-14,P0118,1,760.28,760.28,0,None,UPI,0EFE076B
2025-05-14,P0119,1,365.06,365.06,0,None,Credit Card,773EEB5D
2025-05-14,P0120,1,1119.82,1119.82,0,None,Cash,6FFABB3E
2025-05-14,P0121,3,371.82,1115.47,1,Festival Offer,Debit Card,1FB7E949
2025-05-14,P0122,3,305.5,916.49,1,Festival Offer,UPI,6BEDDB89
2025-05-14,P0124,4,157.74,630.98,1,Buy1Get1,Cash,D2C1249D
2025-05-14,P0125,3,316.27,948.82,1,Clearance Sale,Debit Card,AB569CD8
2025-05-14,P0129,1,212.7,212.7,1,Festival Offer,Debit Card,92397E5C
2025-05-14,P0133,2,433.44,866.88,0,None,Cash,29F69BD4
2025-05-14,P0135,1,829.22,829.22,0,None,Credit Card,2EB42415
2025-05-14,P0137,3,252.59,757.78,1,Clearance Sale,Cash,1706DBDA
2025-05-14,P0139,1,976.85,976.85,0,None,Credit Card,9064A2D5
2025-05-14,P0140,3,626.42,1879.26,0,None,Credit Card,AC454053
2025-05-14,P0143,3,520.68,1562.04,1,Buy1Get1,Credit Card,5580EB26
2025-05-14,P0144,5,341.64,1708.2,1,Clearance Sale,UPI,847E3D93
2025-05-14,P0145,1,412.37,412.37,0,None,Debit Card,DED2B243
2025-05-14,P0146,1,320.96,320.96,0,None,UPI,B34E40F1
2025-05-14,P0147,2,1110.81,2221.62,0,None,Cash,B74D2DF1
2025-05-14,P0149,1,1218.18,1218.18,0,None,Cash,7B0DF026
2025-05-14,P0151,1,1282.3,1282.3,0,None,Cash,77D5A056
2025-05-14,P0153,1,442.87,442.87,0,None,Cash,A4269424
2025-05-14,P0154,2,293.95,587.9,0,None,Cash,B8E29715
2025-05-14,P0156,2,162.16,324.32,1,Clearance Sale,Credit Card,16358215
2025-05-14,P0157,2,1022.49,2044.98,0,None,Debit Card,916EA256
2025-05-14,P0158,1,1270.41,1270.41,0,None,Credit Card,25BC8D7E
2025-05-14,P0161,1,288.55,288.55,0,None,Cash,62114EE5
2025-05-14,P0163,1,1289.61,1289.61,0,None,Cash,9CB6C004
2025-05-14,P0164,2,292.08,584.16,0,None,Credit Card,EC013373
2025-05-14,P0165,2,413.96,827.92,1,Clearance Sale,Debit Card,8D301E81
2025-05-14,P0168,5,983.93,4919.64,1,Festival Offer,Debit Card,C333BDE5
2025-05-14,P0169,1,210.25,210.25,0,None,UPI,654E9520
2025-05-14,P0170,1,198.66,198.66,0,None,UPI,F8B96B05
2025-05-14,P0171,1,626.91,626.91,0,None,Credit Card,C8EF7A98
2025-05-14,P0174,1,678.07,678.07,0,None,UPI,631F311F
2025-05-14,P0175,1,197.89,197.89,0,None,UPI,1C98E1C1
2025-05-14,P0176,1,1003.97,1003.97,0,None,UPI,58CB72E6
2025-05-14,P0178,2,699.78,1399.55,1,Buy1Get1,Credit Card,3C83834A
2025-05-14,P0179,2,266.47,532.94,0,None,UPI,5E21076F
2025-05-14,P0180,4,220.28,881.12,1,Festival Offer,Credit Card,C36788A0
2025-05-14,P0181,3,465.82,1397.45,1,Clearance Sale,Cash,854C2E2D
2025-05-14,P0183,2,378.0,756.0,0,None,UPI,E326DBA4
2025-05-14,P0184,3,332.25,996.75,0,None,Debit Card,A3CCD84E
2025-05-14,P0185,4,485.62,1942.5,1,Festival Offer,Debit Card,6B129773
2025-05-14,P0186,1,733.35,733.35,0,None,Debit Card,B3FA7A62
2025-05-14,P0187,3,1021.84,3065.52,0,None,Debit Card,B8088BB2
2025-05-14,P0188,2,314.16,628.32,0,None,UPI,26C18B5B
2025-05-14,P0189,1,304.72,304.72,0,None,UPI,093C6DA2
2025-05-14,P0190,1,179.82,179.82,0,None,Debit Card,CD2DAD5D
2025-05-14,P0191,1,1010.07,1010.07,0,None,Cash,7BBBBF32
2025-05-14,P0192,1,815.06,815.06,0,None,Cash,FEAAD6E1
2025-05-14,P0194,1,949.76,949.76,0,None,Credit Card,DAB3AC22
2025-05-14,P0195,2,283.37,566.74,1,Festival Offer,Debit Card,98DA14B7
2025-05-14,P0196,1,187.42,187.42,1,Clearance Sale,Debit Card,2DB448DF
2025-05-14,P0197,1,496.35,496.35,0,None,Debit Card,C75B3EC8
2025-05-14,P0198,1,676.87,676.87,0,None,Credit Card,EAE4836E
2025-05-14,P0200,2,1046.83,2093.66,0,None,Debit Card,AB1D7FFF
2025-05-15,P0002,1,230.2,230.2,0,None,Debit Card,03C00056
2025-05-15,P0003,2,744.61,1489.22,0,None,Debit Card,987BBF79
2025-05-15,P0004,2,790.95,1581.9,0,None,Cash,7A1F063F
2025-05-15,P0007,2,863.21,1726.42,1,Clearance Sale,Cash,D2A278E8
2025-05-15,P0008,1,1277.41,1277.41,0,None,Debit Card,3217704D
2025-05-15,P0009,3,858.34,2575.01,1,Festival Offer,UPI,F1AF461E
2025-05-15,P0012,1,355.77,355.77,1,Clearance Sale,Debit Card,F3BDBB6A
2025-05-15,P0014,1,524.66,524.66,0,None,UPI,FB3BA4FD
2025-05-15,P0015,1,459.88,459.88,0,None,UPI,2EEF21E0
2025-05-15,P0016,3,782.6,2347.8,1,Buy1Get1,UPI,9F874A52
2025-05-15,P0019,1,972.48,972.48,0,None,Cash,454E00A1
2025-05-15,P0020,2,150.73,301.46,0,None,UPI,852E0BA2
2025-05-15,P0022,3,437.3,1311.9,0,None,Credit Card,1B99E7DE
2025-05-15,P0023,2,708.74,1417.48,0,None,Cash,D845A9F0
2025-05-15,P0024,3,85.47,256.42,1,Festival Offer,Debit Card,3CE9C6FF
2025-05-15,P0025,1,681.72,681.72,0,None,Debit Card,2428E08F
2025-05-15,P0027,1,930.08,930.08,0,None,Credit Card,EC10DEA3
2025-05-15,P0028,2,535.9,1071.8,0,None,Debit Card,5DF2C450
2025-05-15,P0029,1,787.2,787.2,0,None,Credit Card,962B0084
2025-05-15,P0031,1,116.87,116.87,0,None,Cash,28892072
2025-05-15,P0032,3,866.29,2598.87,0,None,Cash,999850AA
2025-05-15,P0033,1,783.12,783.12,0,None,Cash,4E2AE6E8
2025-05-15,P0034,2,1451.05,2902.1,0,None,UPI,9E13C146
2025-05-15,P0035,1,1147.61,1147.61,1,Buy1Get1,Credit Card,B6075795
2025-05-15,P0036,1,502.59,502.59,0,None,Credit Card,E2B31F02
2025-05-15,P0037,4,210.72,842.88,1,Clearance Sale,Credit Card,F6C512E0
2025-05-15,P0039,3,562.27,1686.81,0,None,Credit Card,06DA3854
2025-05-15,P0040,2,532.85,1065.7,0,None,Credit Card,986EAD09
2025-05-15,P0041,1,232.31,232.31,0,None,Cash,053F1BFA
2025-05-15,P0042,4,260.72,1042.88,1,Clearance Sale,Debit Card,8F93CFB2
2025-05-15,P0044,1,715.77,715.77,0,None,Cash,35F3B5BA
2025-05-15,P0047,3,150.74,452.22,0,None,UPI,50EDA309
2025-05-15,P0048,2,996.04,1992.08,0,None,Credit Card,70159F37
2025-05-15,P0049,1,496.17,496.17,0,None,UPI,E6F18CD2
2025-05-15,P0050,2,357.82,715.64,0,None,Credit Card,9E3BEDFF
2025-05-15,P0052,2,672.89,1345.78,0,None,Cash,86DCBE61
2025-05-15,P0053,2,1339.52,2679.04,0,None,Cash,B6D620CE
2025-05-15,P0054,1,852.12,852.12,0,None,UPI,C7421141
2025-05-15,P0055,1,1413.64,1413.64,0,None,Cash,5A28FBCC
2025-05-15,P0056,1,112.13,112.13,1,Clearance Sale,UPI,C0A90FBD
2025-05-15,P0058,1,536.72,536.72,0,None,Debit Card,BE06EF25
2025-05-15,P0059,1,798.08,798.08,0,None,Debit Card,64054089
2025-05-15,P0060,2,127.31,254.62,0,None,Debit Card,7243FC97
2025-05-15,P0061,3,683.29,2049.87,0,None,Cash,453935C5
2025-05-15,P0063,1,1420.29,1420.29,0,None,Debit Card,31BCA263
2025-05-15,P0064,5,180.23,901.16,1,Clearance Sale,UPI,FFF2D194
2025-05-15,P0068,2,411.79,823.58,0,None,UPI,08DF3EB5
2025-05-15,P0069,1,354.09,354.09,0,None,Cash,38FACEA0
2025-05-15,P0071,3,636.82,1910.45,1,Festival Offer,Debit Card,95F6E45E
2025-05-15,P0073,2,1241.41,2482.82,0,None,Debit Card,87416B44
2025-05-15,P0074,1,877.88,877.88,1,Buy1Get1,Cash,CBDA83E3
2025-05-15,P0076,1,405.44,405.44,0,None,Cash,8334B17B
2025-05-15,P0077,1,227.36,227.36,1,Clearance Sale,Cash,A1DCB794
2025-05-15,P0078,1,388.17,388.17,1,Buy1Get1,Debit Card,5040FCF7
2025-05-15,P0079,1,1037.57,1037.57,0,None,Credit Card,FC45EA4B
2025-05-15,P0080,1,674.58,674.58,0,None,UPI,213C4DA3
2025-05-15,P0082,3,337.07,1011.21,0,None,Debit Card,356406EC
2025-05-15,P0085,2,452.56,905.12,0,None,UPI,D835E9A4
2025-05-15,P0086,2,1376.4,2752.8,0,None,Credit Card,BA948F8A
2025-05-15,P0088,3,368.44,1105.32,1,Festival Offer,UPI,7E0A7466
2025-05-15,P0091,1,544.45,544.45,0,None,Credit Card,DE9B7A84
2025-05-15,P0094,1,592.77,592.77,0,None,Credit Card,DAA75A9A
2025-05-15,P0096,1,412.3,412.3,0,None,Debit Card,4D6561AC
2025-05-15,P0097,2,219.52,439.04,0,None,Cash,B7602615
2025-05-15,P0098,1,346.69,346.69,0,None,Debit Card,335CDEAD
2025-05-15,P0099,1,455.18,455.18,1,Buy1Get1,Credit Card,A89A2EB5
2025-05-15,P0102,2,156.11,312.22,0,None,Credit Card,11417A96
2025-05-15,P0103,2,1414.45,2828.9,0,None,Debit Card,F3D08A94
2025-05-15,P0104,1,381.15,381.15,0,None,Credit Card,9EFCE5FF
2025-05-15,P0105,2,213.84,427.68,1,Buy1Get1,Debit Card,81EA0B62
2025-05-15,P0107,2,1068.49,2136.98,1,Buy1Get1,UPI,1175FA53
2025-05-15,P0108,1,1052.83,1052.83,0,None,Debit Card,8337B53E
2025-05-15,P0109,2,481.74,963.47,1,Festival Offer,Credit Card,A6B91DCE
2025-05-15,P0110,2,1171.66,2343.31,1,Buy1Get1,Credit Card,DEC031FA
2025-05-15,P0111,1,533.87,533.87,0,None,Credit Card,070D3316
2025-05-15,P0112,1,350.17,350.17,0,None,Credit Card,D9D5C72A
2025-05-15,P0113,1,518.09,518.09,0,None,Credit Card,9436377E
2025-05-15,P0114,1,478.29,478.29,0,None,Credit Card,8CF10ED3
2025-05-15,P0117,1,419.38,419.38,0,None,Credit Card,58D9955C
2025-05-15,P0119,1,292.05,292.05,1,Buy1Get1,Debit Card,616F20B9
2025-05-15,P0120,4,895.86,3583.42,1,Clearance Sale,UPI,06290F6C
2025-05-15,P0121,2,464.78,929.56,0,None,Credit Card,92FA921D
2025-05-15,P0123,1,1285.32,1285.32,0,None,UPI,AA3BF72C
2025-05-15,P0125,3,395.34,1186.02,0,None,UPI,988C4A46
2025-05-15,P0126,4,875.26,3501.06,1,Buy1Get1,Credit Card,02881260
2025-05-15,P0127,2,201.09,402.18,0,None,Cash,1D0F2BAA
2025-05-15,P0129,2,212.7,425.41,1,Festival Offer,Cash,4EFDE8D9
2025-05-15,P0130,2,673.48,1346.96,0,None,Debit Card,C546C77F
2025-05-15,P0131,2,349.16,698.32,0,None,UPI,D21D89FE
