sale_date,product_id,units_sold,price_per_unit_at_sale,total_sale_value,promotion_flag,promotion_type,payment_method,transaction_id
2025-05-13,T0146,1,960.05,960.05,0,,Cash,4A95ECE2
2025-05-13,T0147,1,1091.9,1091.9,0,,Credit Card,B2047E9E
2025-05-13,T0148,2,859.44,1718.88,1,Seasonal Discount,UPI,314FFC78
2025-05-13,T0149,1,670.58,670.58,0,,Credit Card,A2FACCC2
2025-05-13,T0150,1,595.2,595.2,0,,Debit Card,D0A7BBF6
2025-05-14,T0001,5,532.87,2664.35,1,Festival Offer,UPI,5F9B60E3
2025-05-14,T0002,1,763.18,763.18,0,,Credit Card,1AC53CC1
2025-05-14,T0005,3,414.46,1243.38,1,Festival Offer,Credit Card,B5888092
2025-05-14,T0006,2,781.5,1563.0,1,Buy1Get1,Debit Card,11465E13
2025-05-14,T0007,1,753.05,753.05,0,,Credit Card,D1E35816
2025-05-14,T0008,1,698.5,698.5,0,,UPI,609A9A3B
2025-05-14,T0010,1,473.07,473.07,0,,Cash,6238AD0D
2025-05-14,T0011,2,1121.22,2242.44,0,,Cash,DE316677
2025-05-14,T0012,2,380.37,760.74,0,,Cash,482C6732
2025-05-14,T0013,3,316.74,950.22,1,Buy1Get1,Credit Card,B519CFD1
2025-05-14,T0014,1,885.54,885.54,0,,Debit Card,7DDA73BB
2025-05-14,T0015,2,639.09,1278.18,0,,UPI,B1321C49
2025-05-14,T0016,1,980.19,980.19,0,,UPI,C664998C
2025-05-14,T0019,1,914.57,914.57,0,,Cash,42EE816D
2025-05-14,T0021,1,501.51,501.51,0,,UPI,C25BC806
2025-05-14,T0023,2,964.69,1929.38,0,,Debit Card,C04E2CE1
2025-05-14,T0024,3,647.84,1943.52,0,,UPI,E92FB76F
2025-05-14,T0026,3,874.11,2622.33,0,,Cash,7F591C7B
2025-05-14,T0028,1,718.76,718.76,0,,Debit Card,7CB60BE1
2025-05-14,T0029,1,209.44,209.44,1,Seasonal Discount,Credit Card,C8464396
2025-05-14,T0031,1,392.61,392.61,0,,Credit Card,76283547
2025-05-14,T0032,1,563.13,563.13,0,,UPI,F9BB3909
2025-05-14,T0033,3,813.78,2441.34,0,,Debit Card,88DBB156
2025-05-14,T0035,1,353.75,353.75,0,,Cash,0935E635
2025-05-14,T0036,2,859.66,1719.32,1,Seasonal Discount,Credit Card,783A9E31
2025-05-14,T0037,1,759.48,759.48,1,Seasonal Discount,UPI,AE63A6F1
2025-05-14,T0038,1,297.23,297.23,0,,Cash,1960228D
2025-05-14,T0039,3,959.32,2877.96,1,Seasonal Discount,Debit Card,FBDE5D54
2025-05-14,T0041,2,563.67,1127.34,1,Festival Offer,Credit Card,9AD628BA
2025-05-14,T0042,2,561.76,1123.52,0,,Cash,EA41C064
2025-05-14,T0043,1,840.69,840.69,0,,Cash,6FB00917
2025-05-14,T0044,2,617.7,1235.4,1,Buy1Get1,UPI,E89FEB07
2025-05-14,T0045,1,220.83,220.83,0,,Debit Card,11A95EB6
2025-05-14,T0048,1,752.37,752.37,0,,Cash,FF13547E
2025-05-14,T0049,1,897.34,897.34,1,Buy1Get1,Debit Card,84261C10
2025-05-14,T0051,1,422.0,422.0,1,Seasonal Discount,Debit Card,4FADD16E
2025-05-14,T0052,3,554.81,1664.43,1,Seasonal Discount,Cash,87F5C9BA
2025-05-14,T0054,1,734.87,734.87,0,,Cash,0366CA0B
2025-05-14,T0055,2,396.88,793.76,0,,UPI,4BED0C3C
2025-05-14,T0057,2,1075.25,2150.5,0,,Cash,47B6160F
2025-05-14,T0058,1,615.78,615.78,0,,Credit Card,13CF2A42
2025-05-14,T0059,2,746.98,1493.96,0,,UPI,6958DA13
2025-05-14,T0060,1,1115.51,1115.51,0,,Credit Card,BFE5956B
2025-05-14,T0062,1,765.74,765.74,1,Festival Offer,Debit Card,9DCC3A20
2025-05-14,T0063,1,869.6,869.6,0,,Credit Card,4442DAFD
2025-05-14,T0064,3,274.77,824.31,1,Buy1Get1,Debit Card,49973736
2025-05-14,T0065,1,1063.69,1063.69,0,,Cash,3A0779E7
2025-05-14,T0066,1,214.04,214.04,0,,UPI,33B2C572
2025-05-14,T0067,2,421.09,842.18,0,,Credit Card,428233AE
2025-05-14,T0068,2,355.31,710.62,1,Festival Offer,Debit Card,1B5CDCF5
2025-05-14,T0070,2,457.71,915.42,0,,Debit Card,688BB8B1
2025-05-14,T0072,1,1057.0,1057.0,0,,UPI,91AF2CB8
2025-05-14,T0073,2,378.9,757.8,1,Festival Offer,UPI,198C635E
2025-05-14,T0074,1,1012.99,1012.99,0,,Debit Card,C15135B4
2025-05-14,T0075,1,1193.03,1193.03,0,,UPI,89F7B85A
2025-05-14,T0076,2,331.05,662.1,0,,Credit Card,189494D3
2025-05-14,T0078,1,387.09,387.09,0,,UPI,DE0542AF
2025-05-14,T0079,1,1016.66,1016.66,0,,UPI,DE5C11F0
2025-05-14,T0080,2,643.94,1287.88,0,,Debit Card,66CF29B4
2025-05-14,T0081,2,832.73,1665.46,1,Seasonal Discount,Cash,D622DD8A
2025-05-14,T0083,1,977.7,977.7,0,,Debit Card,468613EE
2025-05-14,T0085,2,234.78,469.56,0,,Debit Card,CE141FD4
2025-05-14,T0087,3,616.41,1849.23,0,,Credit Card,5B3B0418
2025-05-14,T0088,1,313.89,313.89,1,Festival Offer,UPI,F4D9091C
2025-05-14,T0089,1,356.27,356.27,0,,Debit Card,0A7F861E
2025-05-14,T0091,1,323.49,323.49,1,Festival Offer,Credit Card,B7C2FCC0
2025-05-14,T0092,4,240.23,960.92,1,Festival Offer,Cash,D6A6C345
2025-05-14,T0093,1,770.39,770.39,0,,Debit Card,BFFECA19
2025-05-14,T0095,1,1103.86,1103.86,0,,Credit Card,071626F2
2025-05-14,T0097,2,434.36,868.72,0,,Cash,5505FDB1
2025-05-14,T0099,1,583.3,583.3,1,Festival Offer,Debit Card,CE7B2533
2025-05-14,T0100,3,626.8,1880.4,0,,Credit Card,7075C2A3
2025-05-14,T0101,1,348.64,348.64,0,,Cash,6FF5B40D
2025-05-14,T0102,1,841.53,841.53,0,,Cash,87BB1BF8
2025-05-14,T0103,3,434.51,1303.53,0,,UPI,B2B8E961
2025-05-14,T0104,1,578.67,578.67,0,,Debit Card,EBAE9D14
2025-05-14,T0105,1,662.67,662.67,0,,Cash,8647BFF3
2025-05-14,T0107,1,539.77,539.77,0,,Credit Card,CD1F636E
2025-05-14,T0108,1,636.66,636.66,0,,Debit Card,85119202
2025-05-14,T0109,1,278.21,278.21,1,Buy1Get1,Credit Card,CCC0FFF4
2025-05-14,T0111,1,589.63,589.63,1,Festival Offer,Cash,9D26172F
2025-05-14,T0112,2,805.07,1610.14,0,,Debit Card,775D167E
2025-05-14,T0113,2,321.16,642.32,0,,UPI,E17C1CE8
2025-05-14,T0117,2,198.55,397.1,1,Seasonal Discount,Cash,AE70BE7D
2025-05-14,T0118,1,492.41,492.41,1,Seasonal Discount,Debit Card,F29FDBEA
2025-05-14,T0119,2,321.0,642.0,0,,Debit Card,7B57EBF9
2025-05-14,T0121,2,810.18,1620.36,0,,Debit Card,C0A1D42A
2025-05-14,T0122,4,1147.9,4591.6,0,,Cash,5A745AC8
2025-05-14,T0124,2,366.15,732.3,0,,UPI,E4888B84
2025-05-14,T0125,3,275.91,827.73,0,,UPI,90207974
2025-05-14,T0126,1,526.88,526.88,0,,Credit Card,E9216ED3
2025-05-14,T0128,1,644.28,644.28,0,,Credit Card,0C55ACA3
2025-05-14,T0129,3,256.18,768.54,1,Buy1Get1,Debit Card,A36B8396
2025-05-14,T0130,1,576.16,576.16,0,,Cash,9017848D
2025-05-14,T0131,5,183.06,915.3,1,Festival Offer,UPI,2A4BF98E
2025-05-14,T0132,2,722.35,1444.7,0,,Credit Card,15F328CD
2025-05-14,T0133,1,388.2,388.2,0,,Cash,C29C0589
2025-05-14,T0138,2,344.14,688.28,1,Seasonal Discount,UPI,5D8A5199
2025-05-14,T0139,2,968.68,1937.36,0,,UPI,7556EA17
2025-05-14,T0143,2,801.73,1603.46,0,,Credit Card,4B3B3E3E
2025-05-14,T0144,3,178.31,534.93,1,Seasonal Discount,Credit Card,CA8D59A7
2025-05-14,T0145,1,697.74,697.74,0,,Credit Card,78536BA8
2025-05-14,T0148,2,859.44,1718.88,1,Seasonal Discount,Debit Card,1026859C
2025-05-14,T0149,1,536.46,536.46,1,Festival Offer,Credit Card,CE3B4949
2025-05-14,T0150,1,476.16,476.16,1,Festival Offer,Debit Card,667F11C2
2025-05-15,T0001,1,666.09,666.09,0,,Credit Card,3AAB797F
2025-05-15,T0003,1,613.63,613.63,0,,Credit Card,63F557EE
2025-05-15,T0004,2,611.45,1222.9,0,,Credit Card,5F30C77A
2025-05-15,T0007,1,602.44,602.44,1,Seasonal Discount,Credit Card,F2F69469
2025-05-15,T0008,1,698.5,698.5,0,,Debit Card,FABBD0BB
2025-05-15,T0009,1,256.81,256.81,0,,Debit Card,35DB6291
2025-05-15,T0013,2,395.93,791.86,0,,Cash,579B3E6F
2025-05-15,T0015,1,639.09,639.09,0,,UPI,F6FF40AA
2025-05-15,T0016,2,784.15,1568.3,1,Festival Offer,Cash,025BC3DB
2025-05-15,T0018,4,675.42,2701.68,1,Buy1Get1,Credit Card,839E0D7E
2025-05-15,T0019,2,914.57,1829.14,0,,UPI,70DB0427
2025-05-15,T0020,3,384.62,1153.86,1,Buy1Get1,Credit Card,ACB55047
2025-05-15,T0021,2,501.51,1003.02,0,,Debit Card,BE1DD7B0
2025-05-15,T0022,1,444.61,444.61,1,Buy1Get1,Cash,6143ED29
2025-05-15,T0023,1,771.75,771.75,1,Festival Offer,Debit Card,5515CD91
2025-05-15,T0024,2,647.84,1295.68,0,,Cash,B446CDB2
2025-05-15,T0025,1,423.67,423.67,1,Seasonal Discount,Debit Card,E119C7E0
2025-05-15,T0026,1,699.29,699.29,1,Seasonal Discount,UPI,EEED2DE8
2025-05-15,T0028,1,718.76,718.76,0,,Debit Card,52DF843C
2025-05-15,T0029,2,261.8,523.6,0,,UPI,8F50E973
2025-05-15,T0030,1,725.48,725.48,0,,Debit Card,D15C39A9
2025-05-15,T0031,1,392.61,392.61,0,,Cash,E3044A2B
2025-05-15,T0032,1,563.13,563.13,0,,UPI,B84CCA5E
2025-05-15,T0033,6,651.02,3906.12,1,Festival Offer,Cash,A038C3AF
2025-05-15,T0034,1,1097.62,1097.62,0,,Debit Card,E7A142D1
2025-05-15,T0035,2,283.0,566.0,1,Festival Offer,Debit Card,86F72F87
2025-05-15,T0037,1,949.35,949.35,0,,Debit Card,C5639942
2025-05-15,T0038,1,237.78,237.78,1,Buy1Get1,Cash,0398EAB2
2025-05-15,T0039,1,1199.15,1199.15,0,,Cash,D36A8D2E
2025-05-15,T0040,3,600.33,1800.99,0,,Credit Card,16E25031
2025-05-15,T0041,2,704.59,1409.18,0,,Debit Card,FC866DD3
2025-05-15,T0042,3,449.41,1348.23,1,Buy1Get1,Cash,909D2302
2025-05-15,T0043,1,840.69,840.69,0,,Credit Card,46774772
2025-05-15,T0045,1,220.83,220.83,0,,Cash,F8EB7E2C
2025-05-15,T0046,2,730.86,1461.72,0,,UPI,68074FD7
2025-05-15,T0047,2,425.9,851.8,1,Buy1Get1,Credit Card,A58F05CD
2025-05-15,T0049,1,1121.68,1121.68,0,,Debit Card,594DF178
2025-05-15,T0050,1,811.89,811.89,0,,Debit Card,216308DA
2025-05-15,T0051,1,422.0,422.0,1,Seasonal Discount,UPI,144E8D1A
2025-05-15,T0053,3,628.25,1884.75,1,Buy1Get1,Credit Card,4C1AFC2F
2025-05-15,T0054,1,734.87,734.87,0,,Cash,F0CB1EC6
2025-05-15,T0055,1,396.88,396.88,0,,Credit Card,1DE40F8E
2025-05-15,T0057,2,1075.25,2150.5,0,,Cash,E62AFD43
2025-05-15,T0059,2,597.58,1195.16,1,Buy1Get1,Cash,00376E56
2025-05-15,T0060,1,1115.51,1115.51,0,,Debit Card,AA2730E4
2025-05-15,T0061,2,863.04,1726.08,0,,Cash,6F225729
2025-05-15,T0062,1,957.18,957.18,0,,Credit Card,77878A6A
2025-05-15,T0063,2,869.6,1739.2,0,,Cash,A81B0BD6
2025-05-15,T0064,1,343.46,343.46,0,,Debit Card,BB5CEF63
2025-05-15,T0065,2,1063.69,2127.38,0,,Cash,F4A9DA08
2025-05-15,T0067,2,336.87,673.74,1,Festival Offer,Credit Card,A31A0642
2025-05-15,T0068,1,444.14,444.14,0,,UPI,7F5D10C6
2025-05-15,T0070,3,366.17,1098.51,1,Buy1Get1,Cash,FA6DB919
2025-05-15,T0072,1,1057.0,1057.0,0,,Credit Card,BAD451E0
2025-05-15,T0073,1,378.9,378.9,1,Seasonal Discount,Debit Card,BEA93A25
2025-05-15,T0074,1,810.39,810.39,1,Seasonal Discount,UPI,A50D5ABA
2025-05-15,T0075,1,1193.03,1193.03,0,,Debit Card,DD773530
2025-05-15,T0076,1,331.05,331.05,0,,UPI,C68CA9E7
2025-05-15,T0077,2,492.7,985.4,1,Festival Offer,Credit Card,598C6C15
2025-05-15,T0078,1,387.09,387.09,0,,Cash,6C452507
2025-05-15,T0079,3,1016.66,3049.98,0,,Credit Card,258440CB
2025-05-15,T0080,2,643.94,1287.88,0,,Cash,837E85CF
2025-05-15,T0082,1,651.52,651.52,0,,Cash,009C364D
2025-05-15,T0083,1,977.7,977.7,0,,Cash,A2CFFAFE
2025-05-15,T0084,1,583.13,583.13,0,,Cash,2EC43201
2025-05-15,T0085,2,234.78,469.56,0,,Debit Card,1B8EE528
2025-05-15,T0086,1,548.0,548.0,1,Seasonal Discount,Debit Card,F5240C1A
2025-05-15,T0087,4,616.41,2465.64,0,,UPI,360D0724
2025-05-15,T0088,3,392.36,1177.08,0,,UPI,18748DF3
2025-05-15,T0089,1,356.27,356.27,0,,Debit Card,331C3C8B
2025-05-15,T0090,2,445.1,890.2,1,Festival Offer,Credit Card,378742CE
2025-05-15,T0091,1,404.36,404.36,0,,UPI,E174B457
2025-05-15,T0092,2,300.29,600.58,0,,Debit Card,CA7396EF
2025-05-15,T0093,1,616.31,616.31,1,Buy1Get1,Debit Card,D22904A4
2025-05-15,T0095,1,1103.86,1103.86,0,,UPI,596B85C7
2025-05-15,T0096,1,262.63,262.63,1,Seasonal Discount,UPI,908BDA33
2025-05-15,T0097,2,347.49,694.98,1,Buy1Get1,Debit Card,309438F3
2025-05-15,T0098,1,265.03,265.03,0,,Credit Card,EAF128D6
2025-05-15,T0100,1,626.8,626.8,0,,UPI,8A043566
2025-05-15,T0102,3,673.22,2019.66,1,Buy1Get1,Credit Card,54BB9DE5
2025-05-15,T0103,1,434.51,434.51,0,,Credit Card,586381EB
2025-05-15,T0104,1,578.67,578.67,0,,Credit Card,EA8F083E
2025-05-15,T0105,1,662.67,662.67,0,,Cash,037AE2A1
2025-05-15,T0106,5,260.9,1304.5,1,Seasonal Discount,Cash,0C2F0626
2025-05-15,T0108,1,636.66,636.66,0,,Debit Card,A1343DB9
2025-05-15,T0109,1,347.76,347.76,0,,UPI,4783D90C
2025-05-15,T0111,2,737.04,1474.08,0,,Credit Card,CF265D9D
2025-05-15,T0112,1,805.07,805.07,0,,Credit Card,847A2055
2025-05-15,T0114,1,892.34,892.34,1,Buy1Get1,UPI,8132BC99
2025-05-15,T0117,6,198.55,1191.3,1,Seasonal Discount,Cash,A2947123
2025-05-15,T0119,1,321.0,321.0,0,,Debit Card,30467B9B
2025-05-15,T0120,1,887.74,887.74,1,Buy1Get1,Cash,476171F2
2025-05-15,T0121,1,810.18,810.18,0,,Cash,DF051558
2025-05-15,T0122,2,918.32,1836.64,1,Buy1Get1,UPI,796A5582
2025-05-15,T0123,1,573.22,573.22,0,,Debit Card,52928AD9
2025-05-15,T0125,2,220.73,441.46,1,Seasonal Discount,UPI,6C801C61
2025-05-15,T0127,4,600.54,2402.16,1,Buy1Get1,Cash,F90D7351
2025-05-15,T0128,1,644.28,644.28,0,,Debit Card,1DF3271E
2025-05-15,T0131,2,228.82,457.64,0,,Debit Card,E7FAEC18
2025-05-15,T0132,3,577.88,1733.64,1,Seasonal Discount,Cash,FC181664
2025-05-15,T0133,4,310.56,1242.24,1,Buy1Get1,UPI,D5A5CE1E
2025-05-15,T0134,1,488.79,488.79,0,,Debit Card,F7758E24
2025-05-15,T0135,1,380.54,380.54,1,Festival Offer,Credit Card,78B16E0C
2025-05-15,T0136,5,936.02,4680.1,1,Buy1Get1,UPI,D3713362
2025-05-15,T0139,2,968.68,1937.36,0,,Credit Card,F7EC39A9
2025-05-15,T0140,2,424.64,849.28,0,,Debit Card,F15A0ECA
2025-05-15,T0141,4,455.86,1823.44,0,,Cash,9443D52B
2025-05-15,T0142,1,246.79,246.79,0,,UPI,E1551F4B
2025-05-15,T0143,1,801.73,801.73,0,,Debit Card,84AC713C
2025-05-15,T0144,1,222.89,222.89,0,,Cash,33BEDF64
2025-05-15,T0147,1,1091.9,1091.9,0,,Debit Card,52BDE5C6
2025-05-15,T0148,1,859.44,859.44,1,Seasonal Discount,Cash,421A0A03
2025-05-15,T0150,2,476.16,952.32,1,Festival Offer,Cash,1671BBCC
2025-05-16,T0001,1,666.09,666.09,0,,UPI,BC829D31
2025-05-16,T0002,1,763.18,763.18,0,,UPI,2277621E
2025-05-16,T0004,6,489.16,2934.96,1,Buy1Get1,Cash,5E56E5B2
2025-05-16,T0005,1,518.07,518.07,0,,UPI,A7EEC946
2025-05-16,T0006,1,976.87,976.87,0,,Cash,87BFDDFA
2025-05-16,T0007,2,753.05,1506.1,0,,Credit Card,7BE64098
2025-05-16,T0008,2,698.5,1397.0,0,,Debit Card,6D76FD8C
2025-05-16,T0009,1,256.81,256.81,0,,Debit Card,41073FC7
2025-05-16,T0010,1,378.46,378.46,1,Festival Offer,Cash,42CF97D6
2025-05-16,T0015,3,511.27,1533.81,1,Seasonal Discount,UPI,D5FA2016
2025-05-16,T0016,3,980.19,2940.57,0,,Debit Card,E1D17C70
2025-05-16,T0018,1,844.28,844.28,0,,Debit Card,B2A1BC62
2025-05-16,T0020,1,384.62,384.62,1,Seasonal Discount,Cash,16215014
2025-05-16,T0021,6,401.21,2407.26,1,Seasonal Discount,UPI,7C0D7390
2025-05-16,T0023,2,771.75,1543.5,1,Festival Offer,UPI,20408BBE
2025-05-16,T0024,1,647.84,647.84,0,,UPI,D3AF2D88
2025-05-16,T0025,1,423.67,423.67,1,Festival Offer,UPI,8BDD71DE
2025-05-16,T0026,3,874.11,2622.33,0,,Debit Card,819FE522
2025-05-16,T0027,1,370.69,370.69,0,,Cash,4BED1C74
2025-05-16,T0029,1,261.8,261.8,0,,UPI,54DBC300
2025-05-16,T0030,1,725.48,725.48,0,,Cash,2933B8E3
2025-05-16,T0032,2,563.13,1126.26,0,,UPI,E9A96069
2025-05-16,T0033,2,813.78,1627.56,0,,Debit Card,C761EE8B
2025-05-16,T0037,3,759.48,2278.44,1,Buy1Get1,Cash,23B381B9
2025-05-16,T0038,2,297.23,594.46,0,,UPI,8C64DE50
2025-05-16,T0039,5,959.32,4796.6,1,Festival Offer,Credit Card,A31EAA34
2025-05-16,T0040,1,600.33,600.33,0,,UPI,14E08D6F
2025-05-16,T0041,1,704.59,704.59,0,,Cash,4E3CDEF1
2025-05-16,T0043,1,672.55,672.55,1,Seasonal Discount,UPI,B90572ED
2025-05-16,T0044,1,772.13,772.13,0,,UPI,8168927F
2025-05-16,T0045,2,220.83,441.66,0,,Credit Card,1B184EC2
2025-05-16,T0047,1,532.37,532.37,0,,Credit Card,1A301253
2025-05-16,T0048,2,752.37,1504.74,0,,Credit Card,0167F609
2025-05-16,T0049,1,897.34,897.34,1,Seasonal Discount,Cash,3B779F52
2025-05-16,T0050,3,811.89,2435.67,0,,Credit Card,DFFE79E5
2025-05-16,T0051,1,527.5,527.5,0,,Cash,A0118493
2025-05-16,T0052,1,554.81,554.81,1,Festival Offer,Credit Card,D4189AE1
2025-05-16,T0053,2,785.31,1570.62,0,,Credit Card,C0C75266
2025-05-16,T0056,1,374.4,374.4,0,,UPI,5B78091E
2025-05-16,T0057,1,1075.25,1075.25,0,,Cash,67432449
2025-05-16,T0058,2,615.78,1231.56,0,,UPI,92CA909E
